L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Kings Pot - 8 Inch, White, 8 x 5 x7.7","Natures Plus kings pots are attractive designed made of durable & sturdy materials, light weight & safe around kids or lively animals. It is best suitable for indoor use like bedroom, living room, office desk, dining table and as well as outdoor use like terrace, kitchen garden. It is available in different colour and sizes.",8 x 5 x7.7,pcs,8 x 5 x7.7,1,1,190,139,"K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",India,['40209595'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40209595_1-natures-plus-kings-pot-8-inch-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209595-2_1-natures-plus-kings-pot-8-inch-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209595-3_1-natures-plus-kings-pot-8-inch-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209595-4_1-natures-plus-kings-pot-8-inch-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made from high quality durable material.
2. It is suitable for indoor as well as outdoor use.
3. It comes in different size and colour. Great to decorate your house, office, etc.
4. It is available in different colours and sizes.",1. Use for any kind of indoor and outdoor plants to soil.,"['EAN Code: 40209595', 'Manufactured & Marketed By: K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149', 'Country of Origin: India', '","K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",-,-,-,-,-,-,"1. Material: Plastic.
2. Features: The pots are ideal to keep your nursery plants indoors and outdoors to enhance your home d©cor. The perfect gift for gardeners of all levels, widely used in nursery as well as for home gardening. To keep in lawn garden balcony indoor-outdoor roof.
3. Type: Pot.
4. Colour: White.
5. Brand: Natures Plus.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Kings Pot - 8 Inch, White, 8 x 5 x7.7","Natures Plus kings pots are attractive designed made of durable & sturdy materials, light weight & safe around kids or lively animals. It is best suitable for indoor use like bedroom, living room, office desk, dining table and as well as outdoor use like terrace, kitchen garden. It is available in different colour and sizes.",8 x 5 x7.7,pcs,8 x 5 x7.7,1,1,190,139,"K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",India,['40209595'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40209595_1-natures-plus-kings-pot-8-inch-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209595-2_1-natures-plus-kings-pot-8-inch-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209595-3_1-natures-plus-kings-pot-8-inch-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209595-4_1-natures-plus-kings-pot-8-inch-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made from high quality durable material.
2. It is suitable for indoor as well as outdoor use.
3. It comes in different size and colour. Great to decorate your house, office, etc.
4. It is available in different colours and sizes.",1. Use for any kind of indoor and outdoor plants to soil.,"['EAN Code: 40209595', 'Manufactured & Marketed By: K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149', 'Country of Origin: India', '","K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",-,-,-,-,-,-,"1. Material: Plastic.
2. Features: The pots are ideal to keep your nursery plants indoors and outdoors to enhance your home d©cor. The perfect gift for gardeners of all levels, widely used in nursery as well as for home gardening. To keep in lawn garden balcony indoor-outdoor roof.
3. Type: Pot.
4. Colour: White.
5. Brand: Natures Plus.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Kings Pot - 8 Inch, White, 8 x 5 x7.7","Natures Plus kings pots are attractive designed made of durable & sturdy materials, light weight & safe around kids or lively animals. It is best suitable for indoor use like bedroom, living room, office desk, dining table and as well as outdoor use like terrace, kitchen garden. It is available in different colour and sizes.",8 x 5 x7.7,pcs,8 x 5 x7.7,1,1,190,139,"K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",India,['40209595'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40209595_1-natures-plus-kings-pot-8-inch-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209595-2_1-natures-plus-kings-pot-8-inch-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209595-3_1-natures-plus-kings-pot-8-inch-white.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40209595-4_1-natures-plus-kings-pot-8-inch-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made from high quality durable material.
2. It is suitable for indoor as well as outdoor use.
3. It comes in different size and colour. Great to decorate your house, office, etc.
4. It is available in different colours and sizes.",1. Use for any kind of indoor and outdoor plants to soil.,"['EAN Code: 40209595', 'Manufactured & Marketed By: K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149', 'Country of Origin: India', '","K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",-,-,-,-,-,-,"1. Material: Plastic.
2. Features: The pots are ideal to keep your nursery plants indoors and outdoors to enhance your home d©cor. The perfect gift for gardeners of all levels, widely used in nursery as well as for home gardening. To keep in lawn garden balcony indoor-outdoor roof.
3. Type: Pot.
4. Colour: White.
5. Brand: Natures Plus.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Kitchen Garden - Tomato, 100 pcs",Namdhari Seeds is one of the largest vegetable seed companies in India. Namdhari is committed to the development of high-quality vegetable varieties with better yields. Namdhari Seeds understand the importance of the seeds in relation to the production of quality veggies. it is trusted by all urban Kitchen Gardeners.,100 pcs,pcs,100 pcs,100,1,50,50,"K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,",India,['8906089730383'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008628_2-natures-plus-kitchen-garden-tomato.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906089730383', 'Country of origin: India', 'Manufacturer Name & : K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,', '",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Kraft Seeds - Bottle Gourd, 2 x Set of 1 Multipack","Natures Plus Kraft seeds are the highest quality vegetable seeds that can be easily grown in any season and weather conditions with detailed growing instructions and proper support. There is nothing as overwhelming as tasting your home-grown vegetable plush with nutrients, vegetables that flourish in the garden have more nutrients compared to store-bought. It helps you eat fresh vegetables; you will be able to decide what kinds of fertilizers and pesticides meet your food. Not only this, but it would also spruce up your yard, lower your grocery bills and eventually will make for a family hobby.",2 x Set of 1 Multipack,pcs,2 x Set of 1 Multipack,1,1,100,100,"K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",India,['1222741'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222741_1-natures-plus-kraft-seeds-bottle-gourd.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It helps you improve your health as you are consuming more fresh vegetables.
Planting/ gardening is a great natural stress reliever.
High-Quality Seeds that can be easily grown.
Naturally Grown and Open Pollinated. Best for Terrace/ Balcony/ Poly House Gardening.","Sow and Grow Yourself. Simple & Easy. Make sure that the soil if free from all kinds of weeds and insects.
Prepare the soil by mixing Kraft seeds Coco peat in it - Ratio 950-50). Open seeds in a white sheet of paper to avoid loss of seeds as they are very tiny.
Dip seeds on inch deep in the prepared soil. sprinkle water regularly.
Do not use pipe or mug to water it as the seed will break or splash out. 5. Once the seedling is ready healthy and strong transplant it to the desired areas.","['EAN Code: 1222741', 'Manufactured & Marketed By: K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149', 'Country of Origin: India', '","K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",-,-,-,-,-,-,"Features: Seeds are only for Home & Kitchen Garden,
Not to be consumed directly or used in food,
Best Suitable for Home Gardening, Terrace and Indoor Gardening,
Start your kitchen garden & eat at home grown fresh veggies.
Type: Plant Seeds.
Brand: Natures Plus.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Kraft Seeds - Bottle Gourd, 2 x Set of 1 Multipack","Natures Plus Kraft seeds are the highest quality vegetable seeds that can be easily grown in any season and weather conditions with detailed growing instructions and proper support. There is nothing as overwhelming as tasting your home-grown vegetable plush with nutrients, vegetables that flourish in the garden have more nutrients compared to store-bought. It helps you eat fresh vegetables; you will be able to decide what kinds of fertilizers and pesticides meet your food. Not only this, but it would also spruce up your yard, lower your grocery bills and eventually will make for a family hobby.",2 x Set of 1 Multipack,pcs,2 x Set of 1 Multipack,1,1,100,100,"K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",India,['1222741'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222741_1-natures-plus-kraft-seeds-bottle-gourd.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It helps you improve your health as you are consuming more fresh vegetables.
Planting/ gardening is a great natural stress reliever.
High-Quality Seeds that can be easily grown.
Naturally Grown and Open Pollinated. Best for Terrace/ Balcony/ Poly House Gardening.","Sow and Grow Yourself. Simple & Easy. Make sure that the soil if free from all kinds of weeds and insects.
Prepare the soil by mixing Kraft seeds Coco peat in it - Ratio 950-50). Open seeds in a white sheet of paper to avoid loss of seeds as they are very tiny.
Dip seeds on inch deep in the prepared soil. sprinkle water regularly.
Do not use pipe or mug to water it as the seed will break or splash out. 5. Once the seedling is ready healthy and strong transplant it to the desired areas.","['EAN Code: 1222741', 'Manufactured & Marketed By: K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149', 'Country of Origin: India', '","K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",-,-,-,-,-,-,"Features: Seeds are only for Home & Kitchen Garden,
Not to be consumed directly or used in food,
Best Suitable for Home Gardening, Terrace and Indoor Gardening,
Start your kitchen garden & eat at home grown fresh veggies.
Type: Plant Seeds.
Brand: Natures Plus.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Kraft Seeds - Brinjal Round, 2 x Set of 1 Multipack","Natures Plus Kraft seeds are the highest quality vegetable seeds that can be easily grown in any season and weather conditions with detailed growing instructions and proper support. There is nothing as overwhelming as tasting your home-grown vegetable plush with nutrients, vegetables that flourish in the garden have more nutrients compared to store-bought. It helps you eat fresh vegetables; you will be able to decide what kinds of fertilizers and pesticides meet your food. Not only this, but it would also spruce up your yard, lower your grocery bills and eventually will make for a family hobby.",2 x Set of 1 Multipack,pcs,2 x Set of 1 Multipack,1,1,100,100,"K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",India,['1222740'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222740_1-natures-plus-kraft-seeds-brinjal-round.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It helps you improve your health as you are consuming more fresh vegetables.
Planting/ gardening is a great natural stress reliever.
High-Quality Seeds that can be easily grown.
Naturally Grown and Open Pollinated. Best for Terrace/ Balcony/ Poly House Gardening.","Sow and Grow Yourself. Simple & Easy. Make sure that the soil if free from all kinds of weeds and insects.
Prepare soil by mixing Kraft seeds Coco peat in it - Ratio 950-50). Open seeds in a white sheet of paper to avoid loss of seeds as they are very tiny.
Dip seeds on inch deep in the prepared soil. sprinkle water regularly.
Do not use pipe or mug to water it as the seed will break or splash out.
Once the seedling is ready healthy and strong transplant it to the desired areas.","['EAN Code: 1222740', 'Manufactured & Marketed By: K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149', 'Country of Origin: India', '","K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",-,-,-,-,-,-,"Features: Rows should be spaced 30 to 36 inches apart, not to be consumed directly or used in food.
Best Suitable for Home Gardening, Terrace, and Indoor Gardening. Start your kitchen garden & eat at home grown fresh veggies.
Type: Plant Seeds.
Brand: Natures Plus.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Kraft Seeds - Brinjal Round, 2 x Set of 1 Multipack","Natures Plus Kraft seeds are the highest quality vegetable seeds that can be easily grown in any season and weather conditions with detailed growing instructions and proper support. There is nothing as overwhelming as tasting your home-grown vegetable plush with nutrients, vegetables that flourish in the garden have more nutrients compared to store-bought. It helps you eat fresh vegetables; you will be able to decide what kinds of fertilizers and pesticides meet your food. Not only this, but it would also spruce up your yard, lower your grocery bills and eventually will make for a family hobby.",2 x Set of 1 Multipack,pcs,2 x Set of 1 Multipack,1,1,100,100,"K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",India,['1222740'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222740_1-natures-plus-kraft-seeds-brinjal-round.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It helps you improve your health as you are consuming more fresh vegetables.
Planting/ gardening is a great natural stress reliever.
High-Quality Seeds that can be easily grown.
Naturally Grown and Open Pollinated. Best for Terrace/ Balcony/ Poly House Gardening.","Sow and Grow Yourself. Simple & Easy. Make sure that the soil if free from all kinds of weeds and insects.
Prepare soil by mixing Kraft seeds Coco peat in it - Ratio 950-50). Open seeds in a white sheet of paper to avoid loss of seeds as they are very tiny.
Dip seeds on inch deep in the prepared soil. sprinkle water regularly.
Do not use pipe or mug to water it as the seed will break or splash out.
Once the seedling is ready healthy and strong transplant it to the desired areas.","['EAN Code: 1222740', 'Manufactured & Marketed By: K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149', 'Country of Origin: India', '","K R Enterprises,No.356,Chintan Arcade,Bagalure Main Road ,Sathanur,Yelahanka,Bangalore-562149",-,-,-,-,-,-,"Features: Rows should be spaced 30 to 36 inches apart, not to be consumed directly or used in food.
Best Suitable for Home Gardening, Terrace, and Indoor Gardening. Start your kitchen garden & eat at home grown fresh veggies.
Type: Plant Seeds.
Brand: Natures Plus.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Multi-Purpose Pressure Sprayer - Adjustable Nozzle, Portable, Easy Grip Handle, 2.2 l","Natures Plus Multi-Purpose Pressure Sprayer 2.2 Ltr, is a multipurpose pressure sprayer perfect for spraying pesticides and liquid fertilizers. It is also valuable for misting and watering orchids. This hand sprayer can be used for cleaning cars, sanitiser, plant irrigation, pet bathing, and home cleaning. The high-quality nozzle can adjust the intensity of the water spray from direct injection to fine mist spray. Its easy-grip handle, efficient pump and trigger lock make continuous spraying less straining for spray plants.",2.2 l,l,2.2 l,1,1,899,699,"K R ENTERPRISES, # 356,Chintan Arcade, Bagalur Main Road, Balaji Layout, Sathanur-5620149",India,['8906089731946'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40267485_1-natures-plus-multi-purpose-pressure-sprayer-adjustable-nozzle-portable-easy-grip-handle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267485-2_1-natures-plus-multi-purpose-pressure-sprayer-adjustable-nozzle-portable-easy-grip-handle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267485-3_1-natures-plus-multi-purpose-pressure-sprayer-adjustable-nozzle-portable-easy-grip-handle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267485-4_1-natures-plus-multi-purpose-pressure-sprayer-adjustable-nozzle-portable-easy-grip-handle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267485-5_1-natures-plus-multi-purpose-pressure-sprayer-adjustable-nozzle-portable-easy-grip-handle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40267485-6_1-natures-plus-multi-purpose-pressure-sprayer-adjustable-nozzle-portable-easy-grip-handle.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Adjustable nozzle.
Easy-grip handle.
Portable & Multi-Purpose.
Easy to use and durable.","This hand sprayer can be used for cleaning cars, sanitiser, plant irrigation, pet bathing, and home cleaning.","['EAN Code: 8906089731946', 'Manufacturer Name & Marketed by :K R ENTERPRISES, # 356,Chintan Arcade, Bagalur Main Road, Balaji Layout, Sathanur-5620149', 'Country of Origin:India', '","K R ENTERPRISES, # 356,Chintan Arcade, Bagalur Main Road, Balaji Layout, Sathanur-5620149",-,-,-,-,-,-,"Brand:- Natures Plus
Type:- Multi Purpose Sprayer 
Material:- Plastic
Colour:- Grey
Dimensions:- W 10 x H 14.0 x L10 inch
Capacity:- 2.2 Ltr
Package Content:- 1 Unit
Shape:- Round
Design:- Plain Handy Grip",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS NATURAL PLANT PROTECTOR, 250 ml","Natural Plus Organic Pesticide & fungicide is effective against most of the common pest and fungus like aphids whiteflies, spider mites, black spot, powdery mildew, spotted bettle, fruit borer, shoot borer, leaf miners, red scale insect etc.
Benefits: Since this mixture is based on natural extracts it helps is repelling pest and fungus of the plants on repeated use it also helps the plants to be resistant to most of the common diseases, pests and fungus.",250 ml,ml,250 ml,1,1,190,179,NATURES PLUS,India,['8906089730208'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008607_8-natures-plus-organic-pesticide-fungicide.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008607-2_6-natures-plus-organic-pesticide-fungicide.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008607-3_6-natures-plus-organic-pesticide-fungicide.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dilute 5 ml into 1 litre of Water and Spray only during morning or late evening to be effective, This can be repeated every once in a 15 days to keep the plants pest and fungus free.","['EAN Code: 8906089730208', 'Country of origin: India', '",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS NV - Economy Simplex Pruning Secateurs, 1 pc","Pruning Secateur Economy-Simplex Secateurs are made of high-quality tools steel maintaining excellent hardness through perfect treatment, the cutter ensures outstanding sharpness.",1 pc,pcs,1 pc,1,1,410,389,"K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,",India,['8906089731915'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008619_2-natures-plus-nv-economy-simplex-pruning-secateurs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Maximum Cutting capacity 12 mm,
Keep the blade on the upper side while cutting
When Pruning branches cut obliquely at 45 angles 6-13 above the bud,
Do not Twist the Secateurs while cutting,
Lubricate movable parts before use,
Whip with dump piece of cloth after use.","['EAN Code: 8906089731915', 'Country of origin: India', 'Manufacturer Name & : K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,', '",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS NV - Falco Type Simplex Secateurs, 1 pc","Pruning Secateur Falco Type-Simplex Secateurs are made of high-quality tools steel maintaining excellent hardness through perfect treatment, the cutter ensures outstanding sharpness.",1 pc,pcs,1 pc,1,1,450,425,"K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,",India,['8906089731908'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008620_2-natures-plus-nv-falco-type-simplex-secateurs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Maximum Cutting capacity 12 mm
Keep the blade on the upper side while cutting,
When Pruning branches cut obliquely at 45 angles 6-13 above the bud,
Do not Twist the Secateurs while cutting,
Lubricate movable parts before use,
Whip with dump piece of cloth after use.","['EAN Code: 8906089731908', 'Country of origin: India', 'Manufacturer Name & : K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,', '",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Neem Mix, 1 kg","Natural plus neem mix improves soil nutrition resulting in healthy, robust plants enhances soil fertility causing faster plant growth conditions the soil to improve porosity permeability. The calcium and organic content in the neem mix help in healthy growth of the plant. Neem is considered to best plants in India owing to its anti-bacterial and medicinal properties. Neem Mix is a great way of keeping your neem plants healthy.",1 kg,kg,1 kg,1,1,80,75,NATURES PLUS,India,['8906089730093'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008668_3-natures-plus-neem-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008668-2_1-natures-plus-neem-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008668-3_1-natures-plus-neem-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008668-4_1-natures-plus-neem-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008668-5_1-natures-plus-neem-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Nitrogen 2.5%, Calcium 1.4%, Organic Matter 75.05%, Oil Content 2.9%",-,Mix Neem Mix with the soil in a Ratio of 1:5 for Application on existing posts may be used per cubic Foot of the Soil benefits visible on Regular Store at room Temperture.,"['EAN Code: 8906089730093', 'Country of origin: India', '",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Neem Oil, 1 L","Natural Plus Neem Oil for Agricultural Products that promote overall health of the plant and its give that brightness of leaf, flower, color etc, Bigger size of plants, leaf, fruits etc and Multiple of yields, Suitable for Indoor & Outdoor Plants, Flowering, Vegetables, Shrubs, Bushes etc.",1 L,L,1 L,1,1,550,519,NATURES PLUS,India,['1319417'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008605_2-natures-plus-neem-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mix a 30 ml Natural plus, (Neem Oil), 1 Liter of Water and Add a Tea Spoon of Detergent Powder. Shake well & Spray to the plant once a week","['EAN Code: 1319417', 'Country of origin: India', 'Manfacturer Name &  : Global Coirs & Eggs, # 515 W, J N patty Villipalayam (po) Paramathi velur (TK) Namakkal - 637207, Tamilnadu India', 'Marketed by : K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,', '","K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Neem Oil, 1 L","Natural Plus Neem Oil for Agricultural Products that promote overall health of the plant and its give that brightness of leaf, flower, color etc, Bigger size of plants, leaf, fruits etc and Multiple of yields, Suitable for Indoor & Outdoor Plants, Flowering, Vegetables, Shrubs, Bushes etc.",1 L,L,1 L,1,1,550,519,NATURES PLUS,India,['1319417'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008605_2-natures-plus-neem-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mix a 30 ml Natural plus, (Neem Oil), 1 Liter of Water and Add a Tea Spoon of Detergent Powder. Shake well & Spray to the plant once a week","['EAN Code: 1319417', 'Country of origin: India', 'Manfacturer Name &  : Global Coirs & Eggs, # 515 W, J N patty Villipalayam (po) Paramathi velur (TK) Namakkal - 637207, Tamilnadu India', 'Marketed by : K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,', '","K.R.Enterprises, #10, Chandana layout , Srigandhana Kval, Sunkadakatte, Bangalore -560091,",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,NATURES PLUS,"NATURES PLUS Nursery Pot - 7 Inch, Brown, Durable, Longlasting, 2 pcs","Natures Plus Nursery Pot are attractive designed pots made of durable and study materials, light weight and safe around kids or lively animals. It is best suitable for both indoor uses like bedroom, living room, office desk, dining table and as well as outdoor use like terrace, kitchen garden, etc. The plant pot will add a brightening touch to your garden.",2 pcs,pcs,2 pcs,2,1,80,75,"K R ENTERPRISES, # 356,Chintan Arcade, Bagalur Main Road, Balaji Layout, Sathanur-5620149",India,['40291437'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40291437_1-natures-plus-nursery-pot-7-inch-brown-durable-longlasting.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291437-2_1-natures-plus-nursery-pot-7-inch-brown-durable-longlasting.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Durable and study material.
2. Light weight and easy to handle.
3. Suitable for both indoor and outdoor.","1. Ideal for herbs, succulent, indoor and outdoor plants both real and artificial.
2. Decorate your home balcony, table top, window sills, kitchen garden, and office desk and anywhere as a decor.","['EAN Code: 40291437', 'Manufacturer Name & Marketed by :K R ENTERPRISES, # 356,Chintan Arcade, Bagalur Main Road, Balaji Layout, Sathanur-5620149', 'Country of Origin:India', '","K R ENTERPRISES, # 356,Chintan Arcade, Bagalur Main Road, Balaji Layout, Sathanur-5620149",-,-,-,-,-,-,"1. Brand :- NATURES PLUS.
2. Type :- Planter.
3. Material :- Plastic.
4. Colour :- Brown.
5. Dimensions in mm (LXWXH) :- 178X178X150
6. Shape :- Round. 
7. Design :- Round.
8. Diameter :- 7 Inch.
9. Package Content :- Set of 2",-
