L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Jensons,"Jensons Stainless Steel Serving Bowl With Lid - For Home & Kitchen, 24 cm, Silver, 1.6 l (1 pc)",Jensons Stainless Steel Serving Bowl With Lid has an elegant modern design and a blue lid. This is a multipurpose bowl that can be used for mixing as well as serving. This bowl is highly durable and made to last long. Cleaning this is easy with your dishwasher or by hand. It is freezer and refrigeration safe. It is well-designed and crafted for your home or for a classy gift.,1.6 l (1 pc),L,1.6 l (1 pc),1,1,628,239,"Jensons International,94/32 Alipur Village, Delhi 110036",India,['40290162'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40290162_1-jensons-stainless-steel-serving-bowl-with-lid-for-home-kitchen-24-cm-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40290162-2_1-jensons-stainless-steel-serving-bowl-with-lid-for-home-kitchen-24-cm-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40290162-3_1-jensons-stainless-steel-serving-bowl-with-lid-for-home-kitchen-24-cm-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40290162-4_1-jensons-stainless-steel-serving-bowl-with-lid-for-home-kitchen-24-cm-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40290162-5_1-jensons-stainless-steel-serving-bowl-with-lid-for-home-kitchen-24-cm-silver.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made 100% Food Grade material.
Durable and stable.
Safe to use.
Made to last long.","Ideal for serving, mixing, marinating, etc.","[{'EAN Code': '40290162'}, {'Manufactured & Marketed By': 'Jensons International,94/32 Alipur Village, Delhi 110036'}, {'Country of origin': 'India'}]","Jensons International,94/32 Alipur Village, Delhi 110036",-,-,-,-,"Brand:- Jensons
Type:- Serving Bowl
Material:- Stainless Steel
Colour:- Silver
Dimensions:- 24x8 cm
Capacity:- 1.6 L
Induction Friendly:- No
Lid Included:- Yes
Lid Material:- Steel
Package Content:- 1 Pc Serving Bowl with lid",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kaviraj,"Kaviraj Aluminium Kadai - Induction Bottom, Non-Stick Coated, 25 cm, 2.8 l","Kaviraj Aluminium Kadai is made with high-quality aluminium, which helps in the even distribution of heat. It is an ideal cookware for any kitchen. It is easy to clean, wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It doesn't burn food and retains essential minerals in food as it has a non-stick coating. This Kadai is ideal for samosas, vegetables, making sweets and much more deep-frying foods. It has a comfortable handle which makes it easy to carry and handle. It is compatible with both gas stoves as well as induction.",2.8 l,l,2.8 l,1,1,1299,729,"Kaviraj Incorporation,No: 99, 8th Main Rd, East Jayanagar, 3rd Stage, Peenya, Bengaluru, Karnataka 560058",India,['40227026'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40227026_2-kaviraj-aluminium-induction-bottom-kadai-25-cm-28-l.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made from high-quality non-stick aluminium with granite coating. 
This is highly durable and long-lasting.
It ensures even heat distribution and fast cooking.
It has a comfortable handle making it easy to carry.
It is easy to clean, wash and is long-lasting.","Makes delicious noodles, Curries, stir fry gravies and much more.
Kadhai is ideal for samosas, vegetables, making sweets and much more deep frying foods.","[{'EAN Code': '40227026'}, {'Manufactured & Marketed By': 'Kaviraj Incorporation,No: 99, 8th Main Rd, East Jayanagar, 3rd Stage, Peenya, Bengaluru, Karnataka 560058'}, {'Country of Origin': 'India'}]","Kaviraj Incorporation,No: 99, 8th Main Rd, East Jayanagar, 3rd Stage, Peenya, Bengaluru, Karnataka 560058",-,-,-,-,"Brand:- Kaviraj.
Type:- Kadai.
Material: Aluminium.
Colour:- Silver.
Weight:- 980 g
Dimension: 25 cm(Diameter)
Capacity: 2.8 Ltr
Features:- Safe and easy to clean in a dishwasher, Convenient for shallow frying, 100% virgin aluminium.
Package content: 1 pc Aluminium Kadai",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kaviraj,"Kaviraj Hard Anodised Concave Chapathi Tawa - Strong & Durable, 25 cm, Black, 1 pc","Kaviraj Hard Anodised Concave Chapathi Tawa is made with high quality hard anodised aluminium, that helps in even distribution of heat. It is an ideal cookware for any kitchen and has a even non-stick coating. It is easy to clean, wash and is long lasting. These cookware is used for preparing and cooking food. It doesn't burn food and retains essential minerals in food as it has a non-stick granite coating. Tawa is used to make dosa, chapatti, roti, paratha, etc. It has a comfortable elegant heat resistant matte finish handle which makes it easy to carry and handle. It is compatible over gas stove.",1 pc,pcs,1 pc,1,1,799,459,"Kaviraj Incorporation #99,8th Main,3rd Phase,Peenya Industrial Area, Bangalore 560058.",India,['40291126'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40291126_3-kaviraj-hard-anodised-concave-chapathi-tawa-strong-durable-25-cm-black.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made from high quality hard anodised aluminium.
It is highly durable.
It ensures even heat distribution and fast cooking.
It has comfortable handle making it easy to carry.
It is easy to clean and wash.","Use this tawa to cook tasty rotis, phulkas, parathas, pancakes and much more.
Perfectly safe for use with wooden spatula.","[{'EAN Code': '40291126'}, {'Manufacturer Name & Marketed by ': 'Kaviraj Incorporation #99,8th Main,3rd Phase,Peenya Industrial Area, Bangalore 560058.'}, {'Country of Origin': 'India'}]","Kaviraj Incorporation #99,8th Main,3rd Phase,Peenya Industrial Area, Bangalore 560058.",-,-,-,-,"Brand:- Kaviraj
Type:- Tawa
Material:- Hard anodised Aluminium
Colour:- Black
Dimensions in mm (LXWXH):- 350X250X19
Material Grade:- ALU FOOD GRADE 19000 SERIES
Thickness:- 3 mm
Non-Stick:- Yes
Induction Friendly:- No
Handle Material:- Bakelite Handle
Handle Included:- Yes
Lid Included:- No
Lid Material:- No
Package Content:- 1 Pc Tawa",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kaviraj,"Kaviraj Stainless Steel Sauce Pan - 3 Layer, Induction Friendly, 15.5 cm, 2.5 mm, With Lid & Handle, 1 L","Kaviraj Stainless Steel Tri-Ply Sauce Pan is made with high-quality aluminium material that has a non-stick coating over it. It helps in the even distribution of heat. It is an ideal cookware for any kitchen. It is easy to clean and wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It doesn't burn food and retains essential minerals in food as it has a non-stick coating. It is deeper and can be used for sauteing, stir-frying and deep-frying in addition to its use as a frying pan. It has a comfortable handle which makes it easy to carry and handle. It is compatible with gas stoves and induction tops.",1 L,L,1 L,1,1,849,449,"Kaviraj Incorporation #99,8th Main,3rd Phase,Peenya Industrial Area, Bangalore 560058.",India,['40291127'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40291127_5-kaviraj-stainless-steel-triply-sauce-pan-with-lid-strong-durable-14-cm-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291127-2_3-kaviraj-stainless-steel-triply-sauce-pan-with-lid-strong-durable-14-cm-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291127-3_3-kaviraj-stainless-steel-triply-sauce-pan-with-lid-strong-durable-14-cm-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291127-4_3-kaviraj-stainless-steel-triply-sauce-pan-with-lid-strong-durable-14-cm-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291127-5_3-kaviraj-stainless-steel-triply-sauce-pan-with-lid-strong-durable-14-cm-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291127-6_2-kaviraj-stainless-steel-triply-sauce-pan-with-lid-strong-durable-14-cm-silver.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made from high-quality aluminium and has a non-stick coating.
It is highly durable.
It ensures even heat distribution and fast cooking.
It has a comfortable handle making it easy to carry.
It is easy to clean and wash.","It can be used for sauteing, stir-frying and deep-frying.
Perfect for gifting purpose.","[{'EAN Code': '40291127'}, {'Manufacturer Name & Marketed by ': 'Kaviraj Incorporation #99,8th Main,3rd Phase,Peenya Industrial Area, Bangalore 560058.'}, {'Country of Origin': 'India'}]","Kaviraj Incorporation #99,8th Main,3rd Phase,Peenya Industrial Area, Bangalore 560058.",-,-,-,-,"Brand:- Kaviraj
Type:- Sauce Pan
Material:- Stainless Steel Triply 
Colour:- Silver
Capacity:- 1 L approx.
Dimensions in mm (LXWXH):- 310X155X80
Material Grade:- AISI 304, 18/8 food-grade
Thickness:- 2.5 mm
Non-Stick:- Yes
Induction Friendly:- Yes
Handle Material:- Stainless Steel
Handle Included:- Yes
Lid Included:- No
Package Content:- 1 Pc Triply Sauce Pan",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kitchen Essentials,"Kitchen Essentials Aluminium Handi - Induction Base, Non Stick Coated, 23.5 cm, Glass Lid, Bakelite Handle, 1 pc 95","Kitchen Essentials Induction Base Biryani Handi/Pot is an aluminium handi with a wide bottom. It is made of good quality aluminium. This cooker comes with an induction bottom for even distribution of heat, which helps in even cooking. It is suitable for induction and gas cooking, providing you with maximum utility. This pot comes with a glass lid. Its handi shape of the body makes it ideal for cooking a variety of cuisines. A convenient cooking experience that has a versatile function.",1 pc 95,pcs,1 pc 95,1,1,1725,999,"Kunal Housewares Pvt Ltd.Gut No.51/61,Manor Palghar Road,Netali Village ,Palghar East,Dist Palghar- 401404,MH,India.",India,['8904213205257'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40220140_8-kitchen-essentials-non-stick-induction-base-biryani-handipot-with-glass-lid-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40220140-2_2-kitchen-essentials-non-stick-induction-base-biryani-handipot-with-glass-lid-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40220140-3_1-kitchen-essentials-non-stick-induction-base-biryani-handipot-with-glass-lid-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It helps with even cooking.
2. Easy to use and maintain.
3. This pressure cooker is made from good quality aluminium.
4. This is highly durable and long-lasting.","Make wholesome nutritious healthy dishes including gravies, biryani, Manchurian, noodles, curries and much more.
Suitable for use on the gas stove, ceramic plate, hob, hot plate, infrared and induction plate.
Cook over low to medium heat for best cooking results.","[{'EAN Code': '8904213205257'}, {'Manufactured & Marketed By': 'Kunal Housewares Pvt Ltd.Gut No.51/61,Manor Palghar Road,Netali Village ,Palghar East,Dist Palghar- 401404,MH,India.'}, {'Country of Origin': 'India'}]","Kunal Housewares Pvt Ltd.Gut No.51/61,Manor Palghar Road,Netali Village ,Palghar East,Dist Palghar- 401404,MH,India.",-,-,-,-,"Brand: Kitchen Essentials.
Type: Handi.
Material: Aluminium.
Colour: Red. 5. Dimensions : Diameter - 23.5cm.
Capacity: 4.25L
Features: Deep, spacious handi for comfortable and mess-free cooking, Easy to clean and dishwasher friendly
Package Content: 1 Pc Non-Stick Biryani Handi, 1 Pc Glass Lid.
Lid Included: Yes
Lid Material: Glass
Handle Included: Yes
Handle Material : Bakelite
Induction Base: Yes
Non-Stick: Yes",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kitchen Essentials,"Kitchen Essentials Aluminium Kadai - 5 Layer, Induction Base, Non-Stick Coated, 24 cm, 3 mm, Glass Lid, With Handle, 4 l","The Kitchen Essentials Induction Base 24-cm Non-stick Kadhai is the ideal cookware you should have at home to ensure healthy living. With a 5-layer non-stick coating, this kadhai enables minimum oil cooking and lasts longer than regular non-stick coating. It comes with a Tempered Glass Lid, which enables faster cooking, and helps to monitor the food while cooking. The kadhai is crafted with heavy gauge pressed aluminium for even heat distribution. This ensures that the food does not get burned and essential minerals in food remain intact. This 4-litre cookware is PFOA-free, which protects you from any harmful chemicals. The kadhai is compatible with induction, gas, halogen, and electric cooktops.",4 l,l,4 l,1,1,1585,799,"Keyur Kitchenware, 5 Kunal Indl. Estate, Gaurai Pada Vasai E, Dist Palghar-401208",India,['40199713'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40199713_6-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-big-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199713-2_2-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-big-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199713-3_2-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-big-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199713-4_1-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-big-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199713-5_1-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-big-24-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199713-6_1-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-big-24-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Use this kadhai for cooking or serving purposes, especially if you're looking to use less oil when preparing your meals. Compatible with gas stoves and induction cooktops due to its induction base.","[{'EAN Code': '40199713'}, {'Manufactured & Marketed by': 'Keyur Kitchenware, 5 Kunal Indl. Estate, Gaurai Pada Vasai E, Dist Palghar-401208'}, {'Country of Origin': 'India'}]","Keyur Kitchenware, 5 Kunal Indl. Estate, Gaurai Pada Vasai E, Dist Palghar-401208",-,-,-,"Don't use high heat
Never ""dry heat""
Wipe off residual oil with a paper napkin or muslin cloth from a hot pan immediately after cooking
Allow pan to cool before washing
Don't wash pan or lid in a dishwasher
Always wash all surfaces of the pan thoroughly after every use in hot water with a non-abrasive chlorine-free kitchen cleaner","Brand: Kitchen Essentials
Type: Kadai
Material: Aluminium/Non-Stick
Colour: Grey
Non-Stick: Yes
Induction bottom: Yes
Handle Included: Yes
Capacity: 4 Litres
Dishwasher Safe: No
Lid Included: Yes
Dimensions: Thickness “ 3 mm, Diameter- 24 cm
Package Content: 1 piece",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kitchen Essentials,"Kitchen Essentials Aluminium Kadai - Induction Base, Non Stick Coated, 24 cm, Glass Lid, 2.6 l","Kitchen Essentials Non-stick Induction Bottom Big Kadhai is made with high-quality aluminium, that helps in the even distribution of heat. It is an ideal cookware for any kitchen. It is easy to clean, wash and is long-lasting. This cookware is used for preparing and cooking food or stylishly serving food. It doesn't burn food and retains essential minerals in food as it has a non-stick coating. This big kadhai comes it a glass lid. Kadhai is ideal for samosas, vegetables, making sweets and much more deep-frying foods. It has a comfortable handle which makes it easy to carry and handle. It is compatible with both gas stoves as well as induction.",2.6 l,l,2.6 l,1,1,1180,749,"51/61, MANOR PALGHAR ROAD, NETALI, PALGHAR",India,['40217888'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40217888_3-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-24-cm-big.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217888-2_1-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-24-cm-big.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217888-3_1-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-24-cm-big.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217888-4_1-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-24-cm-big.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217888-5_1-kitchen-essentials-induction-base-non-stick-kadhai-with-glass-lid-24-cm-big.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made from high-quality non-stick aluminium.
2. This is highly durable and long-lasting.
3. It ensures even heat distribution and fast cooking.
4. It has a comfortable handle making it easy to carry.
5. It is easy to clean, wash and is long-lasting.","1. Makes delicious noodles, curries, stir fry gravies and much more.
2. Condition before the first use with a thin smear of cooking oil.
3. Cook over low to medium heat for best cooking results.","[{'EAN Code': '40217888'}, {'Manufactured & Marketed by': '51/61, MANOR PALGHAR ROAD, NETALI, PALGHAR'}, {'Country of Origin': 'India'}]","51/61, MANOR PALGHAR ROAD, NETALI, PALGHAR",-,-,-,-,"1. Material: Aluminium.
2. Features: 5-layer non-stick coating, Kadhai is compatible with induction, gas, halogen, and electric cooktops, Kadhai enables minimum oil cooking and lasts longer.
3. Type: Kadai.
4. Colour: Grey.
5. Brand: Kitchen Essentials.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kitchen Essentials,"Kitchen Essentials Duo Cookware Set - Silver, Handi with Glass Lid 16 cm + Sauce Pan 14 cm, Stainless Steel with Copper Bottom, 3 pcs","This classy copper bottom cookware set is not only attractive to look but also very handy. Now you do not have to struggle to get other utensils in hand after it is cooked since the food can be served straight into the same. The saucepan is very useful and is easy to use. The copper bottom of the set gives it an elegant Indian look.
Features:
Made of high-quality stainless steel.
Copper coated base.
Bakelite handles & knob stay cool for easy use.
Highly suitable for Indian contemporary home.
Compatible with Induction oven and gas stove.",3 pcs,pcs,3 pcs,3,1,925,549,"KEYUR KITCHENWARE, 5 Kunal Indl. Estate,Gaurai Pada Vasai E,Dist Palghar-401208",India,['8906028131301'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40163870_3-kitchen-essentials-combo-steel-copper-bottom-milk-sauce-pan-14-cm-handi-kadhai-16-cm-with-glass-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163870-2_3-kitchen-essentials-combo-steel-copper-bottom-milk-sauce-pan-14-cm-handi-kadhai-16-cm-with-glass-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163870-3_2-kitchen-essentials-combo-steel-copper-bottom-milk-sauce-pan-14-cm-handi-kadhai-16-cm-with-glass-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163870-4_2-kitchen-essentials-combo-steel-copper-bottom-milk-sauce-pan-14-cm-handi-kadhai-16-cm-with-glass-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163870-5_2-kitchen-essentials-combo-steel-copper-bottom-milk-sauce-pan-14-cm-handi-kadhai-16-cm-with-glass-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163870-6_2-kitchen-essentials-combo-steel-copper-bottom-milk-sauce-pan-14-cm-handi-kadhai-16-cm-with-glass-lid.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906028131301'}, {'Manufactured & Marketed by': 'KEYUR KITCHENWARE, 5 Kunal Indl. Estate,Gaurai Pada Vasai E,Dist Palghar-401208'}, {'Country of origin': 'India'}]","KEYUR KITCHENWARE, 5 Kunal Indl. Estate,Gaurai Pada Vasai E,Dist Palghar-401208",-,-,-,Wash well before use.," Brand : Kitchen Essentials
 Type : Cookware Set
 Material : Stainless Steel with Copper Bottom
 Material Grade: 202 series
 Thickness : 0.5 mm
 Colour: Silver
 lnduction Friendly : Yes
 Handle Included : Yes
 Handle Material : Bakelite
 Lid Included : Yes
 Capacity : Sauce Pan - 1.0 Ltr & Handi - 1.4 Ltr
 Size : Sauce pan -14 cm & Handi with glass lid -16 cm
 Weight : Sauce Pan - 340 gm & Handi - 680 gm
 Package Content : 1 Pc Sauce Pan, 1 Pc Handi & 1 Pc Glass Lid",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kitchen Essentials,"Kitchen Essentials Handi Set - Silver, 3 Handis with 3 SS Lids 0.6 L + 0.75 L + 1 L, Stainless Steel with Copper Bottom, 3 pcs","This classy copper bottom cookware set is not only attractive to look but also very handy. Now you do not have to struggle to get other utensils in hand after it is cooked since the food can be served straight into the same. The saucepan is very useful and is easy to use. The copper bottom of the set gives it an elegant Indian look.
Features:
Made of high-quality stainless steel.
Copper coated base.
Bakelite handles & knob stay cool for easy use.
Highly suitable for Indian contemporary home.
Compatible with Induction oven and gas stove.",3 pcs,pcs,3 pcs,3,1,840,499,"KEYUR KITCHENWARE, 5 Kunal Indl. Estate,Gaurai Pada Vasai E,Dist Palghar-401208",India,['40163871'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40163871_2-kitchen-essentials-steel-copper-bottom-handi-serveware-set-with-steel-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163871-2_2-kitchen-essentials-steel-copper-bottom-handi-serveware-set-with-steel-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163871-3_1-kitchen-essentials-steel-copper-bottom-handi-serveware-set-with-steel-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163871-4_1-kitchen-essentials-steel-copper-bottom-handi-serveware-set-with-steel-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163871-5_1-kitchen-essentials-steel-copper-bottom-handi-serveware-set-with-steel-lid.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40163871-6_1-kitchen-essentials-steel-copper-bottom-handi-serveware-set-with-steel-lid.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40163871'}, {'Manufactured & Marketed by': 'KEYUR KITCHENWARE, 5 Kunal Indl. Estate,Gaurai Pada Vasai E,Dist Palghar-401208'}, {'Country of origin': 'India'}]","KEYUR KITCHENWARE, 5 Kunal Indl. Estate,Gaurai Pada Vasai E,Dist Palghar-401208",-,-,-,Wash well before use.," Brand : Kitchen Essentials
 Type : Serveware Set
 Material : Stainless Steel with Copper Bottom
 Material Grade: 202 series
 Thickness : 0.5 mm
 Colour: Silver
 lnduction Friendly : Yes
 Handle Included : Yes
 Handle Material : Bakelite
 Lid Included : Yes
 Capacity : 600ml, 750ml & 1000 ml
 Size : Handi with lid -13 cm, 15 cm & 16.5 cm
 Weight : 235gm ,285gm & 350 gm
 Package Content : 3 Pc - Serveware Handi & 3 Pc - Steel Lid",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kitchen Essentials,"Kitchen Essentials Induction Base Modak/Momo Maker - Silver, Multi Utility Steamer Basket with Glass Lid 20 cm Cooking Pot 20 cm, Stainless Steel, 2 L...More","Get your hands on these Modak Makers from the Kitchen Essentials, your perfect go-to utensil for steaming your delicious self-made modaks in no time. Get the comfort of steaming modaks at once in this modak maker that has a cooking pot with a glass lid and a steaming pot. It has an induction base.",2 L...More,L,2 L...More,1,1,1100,849,"Keyur Kitchenware, Kunal Industrial Estate, Gala No 5, Gauraipada, Near SB Vasai (E),Thane-401208 India",India,['8906028134272'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40131749_5-kitchen-essentials-stainless-steel-modak-maker-induction-bottom.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131749-2_1-kitchen-essentials-stainless-steel-modak-maker-induction-bottom.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131749-3_1-kitchen-essentials-stainless-steel-modak-maker-induction-bottom.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131749-4_1-kitchen-essentials-stainless-steel-modak-maker-induction-bottom.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131749-5_1-kitchen-essentials-stainless-steel-modak-maker-induction-bottom.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40131749-6_1-kitchen-essentials-stainless-steel-modak-maker-induction-bottom.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906028134272'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Keyur Kitchenware, Kunal Industrial Estate, Gala No 5, Gauraipada, Near SB Vasai (E),Thane-401208 India'}]",-,-,-,-,Use a soft sponge for cleaning and avoid using sharp and abrasive cleaners.," Brand :‚ Kitchen Essentials
 Type :‚ Modak Maker
 Material :‚ Stainless Steel
 Colour :‚ Silver
 Capacity :‚ 2000 ml (Cooking Pot)
 Induction Base :‚ Yes
 Handle Included :‚ Yes
 Lid Included :‚ Yes
 Dishwasher Safe :‚ Yes
 Non-Stick :‚ No
 Package Content :‚ 1 cooking pot with glass lid, 1 Steaming Pot",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Kitchen Essentials,"Kitchen Essentials Induction Base Stainless Steel Cookware Set - Kadai, Patila, Sauce Pan, 3 pcs","Bring home the Kitchen Essentials 3-piece Stainless Steel induction-based cookware set today to address your needs for preparing beverages and cooking staples and other dishes. The set comprises a 3-litre Kadai, in which you can cook your favourite lunch; a 2-litre Patila/tope for boiling milk or preparing rice; and a 1.1-litre Saucepan to boil milk or to make tea for breakfast. All the items in this cookware set are made from food-grade high-quality and environment-friendly stainless steel for longer use. They come with thick encapsulated base and aluminium core to ensure even heat distribution. They have a shiny mirror finish and are easy to clean. Importantly, this cookware set is suitable for all cooking sources, including electric, gas, and induction stove.",3 pcs,pcs,3 pcs,3,1,1600,799,"Keyur Kitchenware, 5 Kunal Indl. Estate, Gaurai Pada Vasai E, Dist Palghar-401208",India,['40199712'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40199712_5-kitchen-essentials-induction-base-stainless-steel-cookware-set-kadai-patila-sauce-pan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199712-2_1-kitchen-essentials-induction-base-stainless-steel-cookware-set-kadai-patila-sauce-pan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199712-3_1-kitchen-essentials-induction-base-stainless-steel-cookware-set-kadai-patila-sauce-pan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40199712'}, {'Manufactured & Marketed by': '?Keyur Kitchenware, 5 Kunal Indl. Estate, Gaurai Pada Vasai E, Dist Palghar-401208'}, {'Country of Origin': 'India'}]","?Keyur Kitchenware, 5 Kunal Indl. Estate, Gaurai Pada Vasai E, Dist Palghar-401208",-,-,-,"Don't use high heat
Never ""dry heat""
Wipe off residual oil with a paper napkin or muslin cloth from hot pan immediately after cooking
Allow pan to cool before washing
Do not wash pan or lid in a dishwasher
Always wash all surfaces of the pan thoroughly after every use in hot water with a non-abrasive chlorine-free kitchen cleaner","Brand: Kitchen Essentials
Type: Cookware Sets
Material: Stainless Steel
Colour: Silver
Non-Stick: No
Induction bottom: Yes
Handle Included: Yes
Handle material: Bakelite
Capacity: Kadai - 3 Litres, Tope - 2 Litres, Saucepan - 1.1 Litres
Dishwasher Safe: No
Gas stove Safe: Yes
Dimensions: Kadai - 33 cm, Tope - 30 cm, Saucepan - 25 cm
Package Content: 3 pieces",-
