L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,MTR,"MTR Turmeric Powder/Arisina Pudi, 100 g Pouch","MTR turmeric powder is one of the most reliable spices as the powder is extracted from high quality turmeric known as Sangali. They are packed with care so that the spice retains its freshness, colour and flavour till it reaches your home. Turmeric is one of the most-used spices in Indian household, and there is probably no dish that does not contain this spice. Adding this spice to the food gives it a bright yellow colour.",100 g Pouch,g,100 g Pouch,1,1,35,32,"Manufatured & Packed by MTR FOODS PVT LTD # 80 bommasandra industrial area , hebbagodi, anekal taluk bengaluru 560099",India,['8901042954820'],-,https://datalabs.siva3.io/image/Eunimart_groceries_268037_8-mtr-powder-turmeric.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268037-2_5-mtr-powder-turmeric.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268037-3_5-mtr-powder-turmeric.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268037-4_5-mtr-powder-turmeric.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268037-5_5-mtr-powder-turmeric.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901042954820', 'Manufactured by: Manufatured & Packed by MTR FOODS PVT LTD # 80 bommasandra industrial area , hebbagodi, anekal taluk bengaluru 560099', 'Country of origin: India', 'Best before 02-09-2023', '",-,-,-,-,-,"Looking at the ingredients, you will be pleased to find that the packet contains only pure haldi or turmeric sourced by grinding the mature turmeric rhizomes. Apart from flavouring food and cooking, turmeric also has medicinal properties. This has no cholesterol and is rich in zinc, Vitamin B6, iron, magnesium and potassium. It boosts immunity and is known to be effective on allergy, arthritis, heart disease and diabetes.",-,-,"MTR turmeric powder is one of the most reliable spices as the powder is extracted from high quality turmeric known as Sangali. They are packed with care so that the spice retains its freshness, colour and flavour till it reaches your home. Turmeric is one of the most-used spices in Indian household, and there is probably no dish that does not contain this spice. Adding this spice to the food gives it a bright yellow colour."
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,MTR,"MTR Wow Magic Masala - Adds Flavour, 6 g (Pack of 12)",MTR Wow Magic Masala is a seasoning that can be used in any of your delicacies. The Wow Magic Masala can be used as a replacement for the Garam Masalas and the dish can be made absolutely South Indian. Add it to any of your favourite recipes and make it truly South Indian. The Wow Magic Masala is surely going to add that Wow factor to any boring dishes as it contains a beautiful blend of selected spices. Explore the huge range of products in various categories from MTR available only on BigBasket.,6 g (Pack of 12),pcs,6 g (Pack of 12),12,1,60,30,"Ebro India Pvt. Ltd., Vill-Takhana, Traori, GT Road Haryana- 132116",India,['8901042971223'],['10013064000299'],https://datalabs.siva3.io/image/Eunimart_groceries_40285879_1-mtr-wow-magic-masala-adds-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285879-2_1-mtr-wow-magic-masala-adds-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285879-3_1-mtr-wow-magic-masala-adds-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285879-4_1-mtr-wow-magic-masala-adds-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Single use sachets.
2. Easy to use.",-,"['EAN Code: 8901042971223', 'Manufactured Name & Marketed By :Ebro India Pvt. Ltd., Vill-Takhana, Traori, GT Road Haryana- 132116', 'FSSAI :10013064000299', 'Country of Origin: India', 'Best Before 18-07-2023. ","Ebro India Pvt. Ltd., Vill-Takhana, Traori, GT Road Haryana- 132116",-,-,-,-,"Mixed Spices- 41% (Cumin, Red chilli, Garlic powder, Onion Powder, Coriander, Caraway, Turmeric Powder, Fennel, Black Pepper, Ginger Powder, Cassia, Fenugreek, Green Cardomom, Clove, Nutmeg) Iodised salt Sugar, NAtural flavouring substances, Hydrolysed vegetable protein (Corn), Yeast extract, Acidity Regulator, Flavour Enhancer and anti-caking agent",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Malabar Coast,"Malabar Coast Spices - Whole Black Pepper/Kari Menasu, Jumbo, 100 g","These are the finest quality jumbo size black pepper is whole, raw and natural. It is a versatile and indispensable culinary spice used in households and restaurants across the world. It is used as a delicious aromatic seasoning on salads and in cooked dishes as well.",100 g,g,100 g,1,1,250,250,House Of Ramapuram Foods Pvt Ltd 2nd Floor St patricks Buisness Complex 21 Museum Road Bengaluru - 560025,India,['8908002032055'],['11215331000264'],https://datalabs.siva3.io/image/Eunimart_groceries_40136758_3-malabar-coast-whole-black-pepper-jumbo-size.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136758-2_3-malabar-coast-whole-black-pepper-jumbo-size.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136758-3_2-malabar-coast-whole-black-pepper-jumbo-size.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136758-4_2-malabar-coast-whole-black-pepper-jumbo-size.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136758-5_1-malabar-coast-whole-black-pepper-jumbo-size.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,To be used in food preparations.,"['EAN Code:8908002032055', 'Country of origin: India', 'FSSAI Number: 11215331000264', 'Manufactured & Marketed by: House Of Ramapuram Foods Pvt Ltd 2nd Floor St patricks Buisness Complex 21 Museum Road Bengaluru - 560025', 'Best before__PSL__days from the date of delivery', '",House Of Ramapuram Foods Pvt Ltd 2nd Floor St patricks Buisness Complex 21 Museum Road Bengaluru - 560025,-,-,-,-,Whole Black Pepper.,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Malabar Coast,"Malabar Coast Spices - Whole Cloves/Lavanga, Premium Quality, 100 g","Premium Whole Cloves are an extremely common kind of spices that are broadly used for cooking and other purposes. The dehydrated, unopened flower bud of the tropical myrtle tree family utilized to flavour a broad variety of sugary and savoury dishes.",100 g,g,100 g,1,1,300,300,House Of Ramapuram Foods Pvt Ltd 2nd Floor St patricks Buisness Complex 21 Museum Road Bengaluru - 560025,India,['8908002032062'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40136759_3-malabar-coast-whole-cloves-premium-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136759-2_3-malabar-coast-whole-cloves-premium-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136759-3_2-malabar-coast-whole-cloves-premium-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136759-4_2-malabar-coast-whole-cloves-premium-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136759-5_1-malabar-coast-whole-cloves-premium-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,To be used in food preparations.,"['EAN Code:8908002032062', 'Manufactured & Marketed By:House Of Ramapuram Foods Pvt Ltd 2nd Floor St patricks Buisness Complex 21 Museum Road Bengaluru - 560025', 'Country of origin:India', 'FSSAI Number :', 'Best before__PSL__days from the date of delivery', '",House Of Ramapuram Foods Pvt Ltd 2nd Floor St patricks Buisness Complex 21 Museum Road Bengaluru - 560025,-,-,-,-,Whole Cloves.,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Chunky Chat, 100 g Carton","MDH Chunky Chat Masala is spice mix for salads. Chat Masala is a necessary seasoning in Indian cuisine. This alluring tart, spicy, peppery and salty mix of spices is used to improve the flavor of all from fruits to flavorful snacks. It is a blend of salt, black salt, cumin, dry mango powder, pomegranate seeds, coriander, black pepper, nutmeg, mint leaves and extra spices.",100 g Carton,g,100 g Carton,1,1,78,78,"MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",India,['8902167000065'],-,https://datalabs.siva3.io/image/Eunimart_groceries_4448_4-mdh-chunky-chat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4448-2_4-mdh-chunky-chat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4448-3_4-mdh-chunky-chat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4448-4_4-mdh-chunky-chat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4448-5_3-mdh-chunky-chat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4448-6_3-mdh-chunky-chat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8902167000065', 'Manufactured by: MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,"Iodised Salt, Dried Mango Powder, Black Salt, Cumin, Kachri, Coriander Seeds, Black Pepper, Pomegranate Seeds, Mint, Red Chillies, Dried Ginger, Bishops Weed, Nutmeg, Cloves, Caraway, Asafoetida.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Chutney Podina Masala, 100 g PACK","Spices blend for Mint Chutney. Freshly prepared pudina chutney from pudina leaves tastes way better than this. When you add curd, this becomes highly salty and overshadows the taste of the main item.",100 g PACK,pcs,100 g PACK,1,1,68,68,"Mahashian Di Hatti Pvt Ltd, 216,Udyog Vihar, Phase-1, Gurugram, Haryana",India,['8902167000386'],['10018011005811'],https://datalabs.siva3.io/image/Eunimart_groceries_40019858_2-mdh-chutney-podina-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019858-2_1-mdh-chutney-podina-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019858-3_1-mdh-chutney-podina-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019858-4_1-mdh-chutney-podina-masala.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8902167000386', 'FSSAI Number: 10018011005811', 'Manufactured & Marketed by: Mahashian Di Hatti Pvt Ltd, 216,Udyog Vihar, Phase-1, Gurugram, Haryana', 'Country of Origin: India', 'Best before 02-09-2023', '","Mahashian Di Hatti Pvt Ltd, 216,Udyog Vihar, Phase-1, Gurugram, Haryana",-,-,-,-,"Iodised Salt, Mint Leaves, Unripe Dry Mango, Coriander Seeds, Pomegranate Seeds, Kachri, Seedless Tamarind, Yellow Chilly, Black Pepper, Nutmeg.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh DEGGI MIRCH PWDR, 500 g","Mdh DEGGI MIRCH PWDR, 500 g",500 g,g,500 g,1,1,475,475,"MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",India,['890216700041'],-,https://datalabs.siva3.io/image/Eunimart_groceries_410482_2-mdh-deggi-mirch-pwdr.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_410482-2_1-mdh-deggi-mirch-pwdr.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_410482-3_1-mdh-deggi-mirch-pwdr.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_410482-4_1-mdh-deggi-mirch-pwdr.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_410482-5_1-mdh-deggi-mirch-pwdr.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_410482-6_1-mdh-deggi-mirch-pwdr.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 890216700041', 'Manufactured by: MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Dhania, 200 g","Coriander Powder helps to clear the body of lead, mercury and aluminium Coriander Powder is widely used for garnishing.
It is also used as a condiment in pickle spices, seasonings, curry powders, sausages, cakes, pastries, biscuits, buns and alcoholic beverages like gin.
Coriander is always used fresh, as it leaves lose the flavour and aroma on drying.",200 g,g,200 g,1,1,68,68,"Mahashian Di Hatti Pvt Ltd, 216,Udyog Vihar, Phase-1, Gurugram, Haryana",India,['40200944'],['10012011000697'],https://datalabs.siva3.io/image/Eunimart_groceries_40200944_2-mdh-dhania.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200944-2_2-mdh-dhania.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200944-3_2-mdh-dhania.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200944-4_2-mdh-dhania.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200944-5_1-mdh-dhania.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40200944', 'FSSAI Number: 10012011000697', 'Manufactured & Marketed by: Mahashian Di Hatti Pvt Ltd, 216,Udyog Vihar, Phase-1, Gurugram, Haryana', 'Country of Origin: India', 'Best before 02-09-2023', '","Mahashian Di Hatti Pvt Ltd, 216,Udyog Vihar, Phase-1, Gurugram, Haryana",-,-,-,-,Coriander,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Hing, 10 g Carton","Asafoetida Is Used For Breathing Problems Including Ongoing (Chronic) Bronchitis, H1N1 ""Swine"" Flu, And Asthma. It Is Also Used For Digestion Problems Including Intestinal Gas, Upset Stomach, Irritable Bowel Syndrome (Ibs), And Irritable Colon. Other Uses Include Treatment Of ¨ÖÇ°¨Ç¶¨ÖÇìWhooping Cough¨ÖÇ°¨ù (Pertussis), Croup, And Hoarse Throat.",10 g Carton,g,10 g Carton,1,1,97,97,"MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",India,['400198610001'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40019861_5-mdh-hing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019861-2_3-mdh-hing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019861-3_3-mdh-hing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019861-4_3-mdh-hing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019861-5_3-mdh-hing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019861-6_1-mdh-hing.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 400198610001', 'Manufactured & Marketed By: MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015', 'Country of origin: India', 'FSSAI Number :', 'Best before 30-08-2023', '","MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",-,-,-,-,Asafoetida,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Lal Mirch Powder, 200 g POUCH","Lal Mirch is a Vegetarian product. It is also utilised as a colour and flavour enhancer in the Indian Cuisines.
Deggi Mirch is a unique, age-old blend, processed from special varieties of colourful Indian red chillies.",200 g POUCH,g,200 g POUCH,1,1,126,126,"Mahashian Di Hatti Pvt Ltd, 216,Udyog Vihar, Phase-1, Gurugram, Haryana",India,['40117520'],['10018011005811'],https://datalabs.siva3.io/image/Eunimart_groceries_40117520_6-mdh-lal-mirch-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117520-2_2-mdh-lal-mirch-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117520-3_2-mdh-lal-mirch-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117520-4_2-mdh-lal-mirch-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117520-5_1-mdh-lal-mirch-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40117520', 'FSSAI Number: 10018011005811', 'Manufactured & Marketed by: Mahashian Di Hatti Pvt Ltd, 216,Udyog Vihar, Phase-1, Gurugram, Haryana', 'Country of Origin: India', 'Best before 02-09-2023', '","Mahashian Di Hatti Pvt Ltd, 216,Udyog Vihar, Phase-1, Gurugram, Haryana",-,-,-,-,Red Chilli,-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Masala - Chana, 100 g Carton","MDH Chana Masala is the best ingredient to cook peppery, flavorsome and tasty chana masala. If you desire chana masala to be spicier add extra spices along with MDH Chana Masala. This is an easy recipe for the channa masala powder which is simple to make and tastes remarkable.",100 g Carton,g,100 g Carton,1,1,78,78,"MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",India,['8902167000089'],-,https://datalabs.siva3.io/image/Eunimart_groceries_4426_2-mdh-masala-chana.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4426-2_1-mdh-masala-chana.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4426-3_1-mdh-masala-chana.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4426-4_1-mdh-masala-chana.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4426-5_1-mdh-masala-chana.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8902167000089', 'Manufactured by: MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,"Coriander Seeds, Dried Mango Powder, Iodised Salt, Cumin, Red Chillies, Kachri, Dried Pomegranate Seeds, Black Salt, Fenugreek Leaves, Black Pepper, Dried Ginger, Mint, Cassia, Large Cardamom Seeds, Cloves, Nutmeg, Caraway, Mace.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Masala - Garam, 50 g Carton","Mdh Suggests Among Spices Mixes Garam Masala, It Is A Specialty Of North India. Sprayed In Tiny Quantities At The End Of Cooking, It Includes A Highly Fragrant And Slightly Hot Fragrance To Energy Up The Dish. It Can Also Be Utilized As A Flavor Enhancer To Dishes That Require A Little Taste And Kick.",50 g Carton,g,50 g Carton,1,1,47,47,"MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",India,['40019860'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40019860_3-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-2_3-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-3_3-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-4_3-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-5_2-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-6_2-mdh-masala-garam.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40019860', 'Manufactured & Marketed By: MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015', 'Country of origin: India', 'FSSAI Number :', 'Best before 30-08-2023', '","MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",-,-,-,-,"Iodised Salt, Dried Mango Powder, Black Salt, Cumin, Kachri, Coriander Seeds, Black Pepper, Pomegranate Seeds, Mint, Red Chillies, Dried Ginger, Bishops Weed, Nutmeg, Cloves, Caraway, Asafoetida.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Masala - Garam, 50 g Carton","Mdh Suggests Among Spices Mixes Garam Masala, It Is A Specialty Of North India. Sprayed In Tiny Quantities At The End Of Cooking, It Includes A Highly Fragrant And Slightly Hot Fragrance To Energy Up The Dish. It Can Also Be Utilized As A Flavor Enhancer To Dishes That Require A Little Taste And Kick.",50 g Carton,g,50 g Carton,1,1,47,47,"MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",India,['40019860'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40019860_3-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-2_3-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-3_3-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-4_3-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-5_2-mdh-masala-garam.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40019860-6_2-mdh-masala-garam.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40019860', 'Manufactured & Marketed By: MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015', 'Country of origin: India', 'FSSAI Number :', 'Best before 30-08-2023', '","MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",-,-,-,-,"Iodised Salt, Dried Mango Powder, Black Salt, Cumin, Kachri, Coriander Seeds, Black Pepper, Pomegranate Seeds, Mint, Red Chillies, Dried Ginger, Bishops Weed, Nutmeg, Cloves, Caraway, Asafoetida.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Masala - Kitchen King, 100 g Carton","MDH Kitchen King Masala has a combination of coriander, turmeric, cumin, black pepper, chili and other spices. It is dark brown colored, contains a strong spicy taste and should be utilized carefully. Explore the curry experience with this classic mix that provides vegetable curries a lordly flavor and a mild, subdued taste. Being coriander and turmeric based, the mix gives curry a delicious golden hue.",100 g Carton,g,100 g Carton,1,1,79,79,"MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",India,['8902167000102'],-,https://datalabs.siva3.io/image/Eunimart_groceries_4502_7-mdh-masala-kitchen-king.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4502-2_5-mdh-masala-kitchen-king.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4502-3_5-mdh-masala-kitchen-king.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4502-4_5-mdh-masala-kitchen-king.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4502-5_4-mdh-masala-kitchen-king.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4502-6_4-mdh-masala-kitchen-king.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8902167000102', 'Manufactured by: MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,"Coriander seeds, cumin, red chillies, turmeric, black pepper, fenugreek leaves, iodised salt, dried ginger, mustard seeds, fennel seeds, large cardamom seeds, cassia, dried onion, dried garlic, cloves, nutmeg, caraway, mace, green cardamom, asafoetida.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Masala - Sambar, 100 g Carton","MDH Sambar Powder is a mix of sweet-smelling spices & herbs that were usually used for making sambar, a dish that is necessary part of south Indian diet. It will be served with idli, chappathi, rice etc.",100 g Carton,g,100 g Carton,1,1,72,72,"MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",India,['100004545'],-,https://datalabs.siva3.io/image/Eunimart_groceries_4545_2-mdh-masala-sambar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4545-2_2-mdh-masala-sambar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4545-3_2-mdh-masala-sambar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4545-4_2-mdh-masala-sambar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4545-5_1-mdh-masala-sambar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_4545-6_1-mdh-masala-sambar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 100004545', 'Manufacturer Name & : MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,"Coriander, Turmeric, Cumin, Chilli, Fenugreek Seeds, Mustard, Salt, Black Pepper, Mustard, Pulse, Caraway, Cloves, Nutmeg, Mace, Cinnamon, Cardamom Seeds, Dry Ginger, Asafoetida.",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Mdh,"Mdh Powder - Amchoor, 100 g Carton",MDH has been in the taste making business for generations now. It brings together traditional and authentic Indian spices and packages them in powdered form or as spice mixes to ensure that your kitchen always has a delicious scent of home cooked food wafting out of it. The Amchoor Powder by MDH is one of its high quality products.,100 g Carton,g,100 g Carton,1,1,88,88,"MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",India,['8902167000300'],-,https://datalabs.siva3.io/image/Eunimart_groceries_268022_3-mdh-powder-amchoor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268022-2_3-mdh-powder-amchoor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268022-3_3-mdh-powder-amchoor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268022-4_2-mdh-powder-amchoor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_268022-6_2-mdh-powder-amchoor.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Amchoor powder can be put to many uses. It can be used in the filling of various traditional Indian snacks and savouries. It can also be added to curries to give a tangy flavour. Also, it is used liberally in Indian street food.","['EAN Code: 8902167000300', 'Manufactured & Marketed By: MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015', 'Country of origin: India', 'FSSAI Number :', 'Best before 30-08-2023', '","MAHASHIAN DI HATTI PVT LTD, DL 9/44 Kirti nagar industrial Area New Delhi 110015",-,-,-,-,"Amchoor powder is made from mangoes. Raw mangoes from the best sources are brought together in an MDH plant. Here, the best ones are selected before they are processed. Thereafter the powder is made from the dried mango pieces and packaged by skilled hands.",-,-,-
