L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details.1,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients,Ingredient
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,Fresho,"Fresho Wholewheat Masala Pav - Chemical Free, 300 g","Sugar, spice and everything nice! Fresho brings to you Wholewheat Masala Pav to enlighten your taste buds. Soft, spicy and super tasty. It makes a great snack to relish when hunger strikes. It‚s made from handpicked fresh ingredients to give you a flavourful bang in every bite. We present to you this Masla Pav spiced with turmeric, red chilli powder, onion and green chillies.",300 g,g,300 g,1,1,42,42,"C.P. Milk and Food Products Pvt. Ltd.Village Gudamba, Kursi Road, Lucknow, U. P. 226 026, Lic.No. 10012051000139.,",India,['8904256700894'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40037459_1-fresho-wholewheat-masala-pav-chemical-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Munch on it as it is.
Slice it and toast it with butter.
You can add some masala and veggies in between the pav to make it a mouthful snack.
You can also serve it with hot bhaji.","[{'EAN Code': '8904256700894'}, {'Country of origin': 'India'}, {'Manufacturer Name and Address': ''}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,"Bangalore, Mumbai, Chennai & Pune: Whole Wheat Flour, Refined Wheat Flour, Sugar, Salt, Water, Gluten, Butter, Yeast, Turmeric Powder, Red Chilli Powder, Onion, Green Chilli.
Hyderabad: Refined Wheat Flour, Whole Wheat Flour, Sugar, Edible Vegetable Fat, Yeast, Iodized Salt, Edible Vegetable Oil (Palm Oil), Gluten, Butter, Improver, Spices & Condiments.
Kolkata: Refined Wheat Flour, Whole Wheat Flour, Onion, Edible Vegetable Oil (sunflower Oil), Sugar, Yeast, Green Chilli, Iodized Salt, Gluten, Red Chilli Powder, Bread Improver, Emulsifier (e481i), Antioxidant (e300), Enzymes.",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN 100% Whole Wheat Bread - Daily Dose Of Fibre & Protein, 400 g Pouch","Modern 100% Whole Wheat Bread is made with significant amounts of whole grain flour and usually wheat. It is considered much healthier than white bread. The whole wheat flour bread provides fibre, protein, vitamin E and B, magnesium, manganese, iron, phosphorous, potassium and zinc. It is the most common type of bread used to make sandwiches other than white sandwich bread. It is very healthy and safe to add to your daily diet. This bread is high in fibre and other nutrients as compared to other white bread. This Whole Wheat Bread is made using natural ingredients and is free from any preservatives.",400 g Pouch,g Pouch,400 g Pouch,1,1,55,55,Modern Foods Enterprises Pvt Ltd,India,['8904043551548'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40000564_6-modern-100-whole-wheat-bread-daily-dose-of-fibre-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000564-2_4-modern-100-whole-wheat-bread-daily-dose-of-fibre-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000564-3_4-modern-100-whole-wheat-bread-daily-dose-of-fibre-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000564-4_4-modern-100-whole-wheat-bread-daily-dose-of-fibre-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000564-5_4-modern-100-whole-wheat-bread-daily-dose-of-fibre-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000564-6_1-modern-100-whole-wheat-bread-daily-dose-of-fibre-protein.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043551548'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Whole Wheat Flour (Atta) (57.3%), Sugar, Gluten, Edible Vegetable Oil (Refined Sunflower Oil), Yeast, Iodized Salt, Milk Solids, Oat Flour, Soya Flour, Preservative (282), Malt Product, Acidity Regulators {341(i), 260}, Emulsifier (471), Flour Treatment Agents (510, 1100(i)} and Antioxidant (300).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Atta Shakthi Bread - Fibre & Protein In Every Slice, 400 g","Modern Atta Shakti Bread is made with significant amounts of whole grain flour and usually wheat. It is considered much healthier than white bread. The whole wheat flour bread provides fibre, protein, vitamin E and B, magnesium, manganese, iron, phosphorous, potassium and zinc. It is the most common type of bread used to make sandwiches other than the white sandwich bread. It is very healthy and safe to add to your daily diet. This bread is high in fibre and other nutrients as compared to other white bread. This Whole Wheat Bread is made using natural ingredients and is free from any preservatives.",400 g,g,400 g,1,1,55,55,Modern Foods Enterprises Pvt Ltd,India,['8904043551555'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_6595_8-modern-atta-shakthi-bread-fibre-protein-in-every-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6595-2_5-modern-atta-shakthi-bread-fibre-protein-in-every-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6595-3_5-modern-atta-shakthi-bread-fibre-protein-in-every-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6595-4_4-modern-atta-shakthi-bread-fibre-protein-in-every-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6595-5_2-modern-atta-shakthi-bread-fibre-protein-in-every-slice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6595-6_3-modern-atta-shakthi-bread-fibre-protein-in-every-slice.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043551555'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Whole Wheat Flour (Atta) (31%), Refined Wheat Flour (Maida) (30%), Sugar, Wheat Bran, Yeast, Gluten, Iodized Salt, Edible Vegetable Fat (Interesterified), Preservative (282), Malt Product, Emulsifier (471), Acidity Regulators {341(i), 260}, Flour Treatment Agents (510, 1100(W and Antioxidant (300).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Burger Supreme - Fresh, 280 g (4 pcs)","Modern Burger Supreme is around, with risen bread designed specifically to hold a burger patty and the accompanying toppings. When sliced in half it makes great burgers and sandwiches that are portable and easy foods to eat. These are light, puffy, and flavourful that will take any burger to a whole new level. They can add healthy vitamins, minerals and fats to the body. It is made of all-natural ingredients and free from preservatives.",280 g (4 pcs),g ( pcs),280 g (4 pcs),4,1,40,40,Modern Foods Enterprises Pvt Ltd,India,['8904043551784'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40057859_7-modern-burger-supreme-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40057859-2_4-modern-burger-supreme-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40057859-3_4-modern-burger-supreme-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40057859-4_4-modern-burger-supreme-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40057859-5_4-modern-burger-supreme-fresh.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043551784'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Refined Wheat Flour (Maida), Edible Vegetable Fat(Interesterified), Sugar, Yeast, lodized Salt, Gluten, Sesame Seed, Soya Flour, Preservative(282), Emulsifier (471), Acidity Regulator (260), Flour Treatment Agents{510 & 1100(i)} and Antioxidant (300).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Family Special Bread - With Added Vitamins, 400 g",Modern Family Special Bread is made with high-quality ingredients. It is the perfect bread for your family. This bread is baked to perfection to make it soft and spongy. It is enriched with calcium and healthy doses of both Vitamins A and B1. It fulfils the nutritional needs of both the children and the adults. It is also cholesterol-free. It is made using natural ingredients and is free from any preservatives.,400 g,g,400 g,1,1,50,50,Modern Foods Enterprises Pvt Ltd,India,['8904043551524'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40058807_9-modern-family-special-bread-with-added-vitamins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058807-2_7-modern-family-special-bread-with-added-vitamins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058807-3_7-modern-family-special-bread-with-added-vitamins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058807-4_6-modern-family-special-bread-with-added-vitamins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058807-5_5-modern-family-special-bread-with-added-vitamins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058807-6_1-modern-family-special-bread-with-added-vitamins.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043551524'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Refined Wheat Flour (Maida), Sugar, Yeast, Iodized Salt, Edible Vegetable Fat (Interesterified), Gluten, Soya Flour, Preservative (282), Flour Treatment Agents (510, 1100(i)}, Emulsifier (471), Acidity Regulator (260), Vitamins and Antioxidant (300).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Fruity Bread - Tasty Treat With Fruit Bits, 200 g",Modern Fruity Bread is made with significant amounts of flour and fruits. It is a perfect blend of softness and nutrition. It is very healthy and safe to add to your daily diet. The bread is soft and fluffy that has a creamy-white interior. It is the most common type of bread used to make sandwiches. This bread is high in fibre and other nutrients. It is made using natural ingredients and is free from any preservatives.,200 g,g,200 g,1,1,25,25,Modern Foods Enterprises Pvt Ltd,India,['8904043551494'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40000571_7-modern-fruity-bread-tasty-treat-with-fruit-bits.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000571-2_5-modern-fruity-bread-tasty-treat-with-fruit-bits.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000571-3_5-modern-fruity-bread-tasty-treat-with-fruit-bits.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000571-4_4-modern-fruity-bread-tasty-treat-with-fruit-bits.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000571-5_2-modern-fruity-bread-tasty-treat-with-fruit-bits.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000571-6_1-modern-fruity-bread-tasty-treat-with-fruit-bits.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043551494'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Refined Wheat Flour (Maida), Glazed Fruit (17%) [Papaya, Sugar, Acidity Regulator (330), Preservative (211), Contains Permitted Synthetic Food Colours (102, 110, 129)], Sugar, Edible Vegetable Fat (Interesterified), Yeast, Gluten, Iodized salt, Soya Flour, Preservative (282), Emuliser [481(i)], Flour Treatment Agents [510, 1100(i)], Acidity Regulator(260), Antioxidant (300), Spices and Condiments.",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Hi Fibre Brown Bread - Provides 15% Dietary Fibre Requirements, 400 g Pouch","Modern Hi Fibre Brown bread is made with significant amounts of whole grain flour and usually wheat. It is considered much healthier than white bread. The whole wheat flour bread provides fibre, protein, vitamin E and B, magnesium, manganese, iron, phosphorous, potassium and zinc. It is the most common type of bread used to make sandwiches other than the white sandwich bread. It is very healthy and safe to add to your daily diet. This bread is high in fibre and other nutrients as compared to other white bread. It is made using natural ingredients and is free from any preservatives.",400 g Pouch,g Pouch,400 g Pouch,1,1,55,55,Modern Foods Enterprises Pvt Ltd,India,['8904043553092'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40000572_7-modern-hi-fibre-brown-bread-provides-15-dietary-fibre-requirements.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000572-2_6-modern-hi-fibre-brown-bread-provides-15-dietary-fibre-requirements.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000572-3_6-modern-hi-fibre-brown-bread-provides-15-dietary-fibre-requirements.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000572-4_4-modern-hi-fibre-brown-bread-provides-15-dietary-fibre-requirements.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000572-5_4-modern-hi-fibre-brown-bread-provides-15-dietary-fibre-requirements.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40000572-6_3-modern-hi-fibre-brown-bread-provides-15-dietary-fibre-requirements.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043553092'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Whole Wheat Flour (Atta) (31%), Refined Wheat Flour (Maida) (30%), Sugar, Wheat Bran, Yeast, Gluten, Iodized Salt, Edible Vegetable Fat (Interesterified), Preservative (282), Malt Product, Emulsifier (471), Acidity Regulators (341(i), 260), Flour Treatment Agents (510, 1100(i)) and Antioxidant (300).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Kulcha, 200 g","Modern Kulcha is a leavened baked flatbread that is made with wheat flour. This kulcha is a flatbread stuffed with potatoes and spices. It is a traditional and tasty North Indian flatbread. This is traditionally made in a tandoor clay oven. It has a great flavour and is round, tasty and healthy. These are pre-cooked kulcha that you just need to reheat. It is easy and without any hassle. Now enjoy the rotis at home within minutes. It is made with natural ingredients without any preservatives and trans fat. It has a soft as well as a chewy texture. It goes well along with veggies, dal, chicken curry or even eggs.",200 g,g,200 g,1,1,40,40,Modern Foods Enterprises Pvt Ltd,India,['8904043553733'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40223058_1-modern-kulcha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223058-2_1-modern-kulcha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223058-3_1-modern-kulcha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223058-4_1-modern-kulcha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223058-5_1-modern-kulcha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043553733'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil (Palmolein), Yeast, Iodized Salt, Spices and Condiments {Coriander Leaves (0.3%) & Kasuri Methi (0.3%)}, Gluten, Preservative (282), Soya Flour, Acidity Regulator (260), Flour Treatment Agents {510, 1100(i)} and Antioxidant (300).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Medium Crust Pizza Base - Fresh, 150 g","Modern Medium Crust Pizza Base is made with the finest high-quality ingredients. Now making pizza is easy and at home without any hassle. We bring to you a ready-made pizza base, you just need to add your favourite sauce and toppings of your choice. A quick and easy pizza base. It makes your cooking timeless and easy. They are hygienically made, packed and are nutritious.",150 g,g,150 g,1,1,35,35,Modern Foods Enterprises Pvt Ltd,India,['8904043551883'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40223055_1-modern-medium-crust-pizza-base-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223055-2_1-modern-medium-crust-pizza-base-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223055-3_1-modern-medium-crust-pizza-base-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223055-4_1-modern-medium-crust-pizza-base-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223055-5_1-modern-medium-crust-pizza-base-fresh.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043551883'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Refined Wheat Flour (Maida), Edible Vegetable Fat (Interesterified), Sugar, Iodized Salt, Yeast, Preservative (282), Acidity Regulator (260), Flour Treatment Agent (510) and Antioxidant (300).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Milk Plus Bread - Calcium Power Of 4 Glasses Of Milk, 350 g","Modern Milk Plus Bread is made with high-quality wholesome ingredients. It is a perfect blend of softness and nutrition. The bread is soft and fluffy that has a creamy-white interior. It tastes exceptionally milky, with a soft and still slightly chewy. It is very healthy and safe to add to your daily diet. This bread is high in fibre and other nutrients. It is made using natural ingredients and is free from any preservatives.",350 g,g,350 g,1,1,50,50,Modern Foods Enterprises Pvt Ltd,India,['40223050'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40223050_1-modern-milk-plus-bread-calcium-power-of-4-glasses-of-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223050-2_1-modern-milk-plus-bread-calcium-power-of-4-glasses-of-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223050-3_1-modern-milk-plus-bread-calcium-power-of-4-glasses-of-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223050-4_1-modern-milk-plus-bread-calcium-power-of-4-glasses-of-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223050-5_1-modern-milk-plus-bread-calcium-power-of-4-glasses-of-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223050-6_1-modern-milk-plus-bread-calcium-power-of-4-glasses-of-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223050-7_1-modern-milk-plus-bread-calcium-power-of-4-glasses-of-milk.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40223050'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Refined Wheat Flour (Maida), Sugar, Yeast, Iodized Salt, Edible Vegetable Fat (Interesterified), Gluten, Milk Solids (0.8%), Soya Flour, Preservatives (282, 200), Flour Treatment Agents {341(iii), 510, 1100(i)}, Stabilizer 070(01 Emulsifier {481(i)}, Acidity Regulator (260) and Antioxidant (300).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Multigrain Bread - With Added Daliya, Sorghum & Bajra, 0% Trans Fat, 400 g","Modern Multigrain Super seed Bread is made with more than one type of grain. It is made using wheat, barley, and millets. The other grains added for nutrition, flavour, and texture. This bread has more fibre and so it is healthier than white bread. It makes one feel full for a long time. Multigrain bread is a good source of carbohydrates. It is a healthy choice because they contain nutrients, fibre and other healthy plant compounds found naturally in the grain. It makes great sandwiches you can also use it to make croutons for soups. It is made of all-natural ingredients and free from preservatives.",400 g,g,400 g,1,1,60,60,Modern Foods Enterprises Pvt Ltd,India,['8904043551579'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40058804_8-modern-multigrain-bread-with-added-daliya-sorghum-bajra-0-trans-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058804-2_6-modern-multigrain-bread-with-added-daliya-sorghum-bajra-0-trans-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058804-3_6-modern-multigrain-bread-with-added-daliya-sorghum-bajra-0-trans-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058804-4_4-modern-multigrain-bread-with-added-daliya-sorghum-bajra-0-trans-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058804-5_4-modern-multigrain-bread-with-added-daliya-sorghum-bajra-0-trans-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058804-6_3-modern-multigrain-bread-with-added-daliya-sorghum-bajra-0-trans-fat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043551579'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Whole Wheat Flour (Atta), Oil Seeds & Grains (7.6%) (Watermelon Seed, Sesame Seed, Flax Seed, Wheat Daliya, Sorghum, Bajra and Muskmelon Seed), Sugar, Gluten, Edible Vegetable Oil (Sunflower Oil), Yeast, Maize Meal, Iodized Salt, Flax Meal, Oat Meal, Bengal Gram Flour, Milk Solids, Soya Flour, Rice Flour, Preservative (282), Malt Product, Flour Treatment Agents {510, 1100(i)}, Acidity Regulators {260, 341(i)}, Emulsifier (471) and Antioxidant (300).",-
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,MODERN,"MODERN Sandwich Supreme - Baked For Sandwiches, 400 g",Modern Sandwich Supreme Bread is made with high-quality wholesome ingredients. It is a perfect blend of softness and nutrition. The bread is soft and fluffy that has a creamy-white interior. It is the most common type of bread used to make sandwiches. It is very healthy and safe to add to your daily diet. This bread is high in fibre and other nutrients. It is made using natural ingredients and is free from any preservatives.,400 g,g,400 g,1,1,50,50,Modern Foods Enterprises Pvt Ltd,India,['8904043552644'],['1001604300146410016064000799'],https://datalabs.siva3.io/image/Eunimart_groceries_40058797_13-modern-sandwich-supreme-baked-for-sandwiches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058797-2_11-modern-sandwich-supreme-baked-for-sandwiches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058797-3_11-modern-sandwich-supreme-baked-for-sandwiches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058797-4_10-modern-sandwich-supreme-baked-for-sandwiches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058797-5_8-modern-sandwich-supreme-baked-for-sandwiches.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40058797-6_6-modern-sandwich-supreme-baked-for-sandwiches.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904043552644'}, {'Country of origin': 'India'}, {'Marketed&Sources by': 'Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana'}, {'FSSAI Number': '10016043001464-10016064000799'}]","Regd. Office: 205, 2Nd Floor, Vipul Plaza, Suncity, Sector 54, Golf Course Road, Gurugram-122002, Haryana",-,-,-,"Refined Wheat Flour (Maida), Gluten, Sugar, Iodized Salt, Edible Vegetable Fat (Interesterified), Yeast, Soya Flour, Preservative (282), Emulsifier (471), Acidity Regulator (260), Flour Treatment Agents {510, 1100(i)} and Antioxidant (300).",-
