L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Package Contains,About
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power - Apple, 2x1 L Multipack",Real Fruit Power Apple provides goodness of the apple fruit and no preservatives. The beverage is packed with energy and nutrients.,2x1 L Multipack,L,2x1 L Multipack,1,1,230,197.96,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['1203087'],-,https://datalabs.siva3.io/image/Eunimart_groceries_203087_4-real-fruit-power-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203087-2_3-real-fruit-power-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203087-3_3-real-fruit-power-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203087-4_3-real-fruit-power-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203087-5_3-real-fruit-power-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203087-6_3-real-fruit-power-apple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203087-7_1-real-fruit-power-apple.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1203087'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed by': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}]","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power - Litchi, 2x1 L Multipack","Born from the peerless, world renowned Muzaffarpur Litchis , these deliciously succulent litchis are an annual delight for litchi lovers who eagerly wait for the fruit every year.",2x1 L Multipack,L,2x1 L Multipack,1,1,240,240,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['1203082'],-,https://datalabs.siva3.io/image/Eunimart_groceries_203082_4-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-2_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-3_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-4_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-5_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-6_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-7_1-real-fruit-power-litchi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1203082'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed by': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}]","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power - Litchi, 2x1 L Multipack","Born from the peerless, world renowned Muzaffarpur Litchis , these deliciously succulent litchis are an annual delight for litchi lovers who eagerly wait for the fruit every year.",2x1 L Multipack,L,2x1 L Multipack,1,1,240,240,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['1203082'],-,https://datalabs.siva3.io/image/Eunimart_groceries_203082_4-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-2_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-3_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-4_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-5_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-6_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-7_1-real-fruit-power-litchi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1203082'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed by': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}]","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power - Litchi, 2x1 L Multipack","Born from the peerless, world renowned Muzaffarpur Litchis , these deliciously succulent litchis are an annual delight for litchi lovers who eagerly wait for the fruit every year.",2x1 L Multipack,L,2x1 L Multipack,1,1,240,240,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['1203082'],-,https://datalabs.siva3.io/image/Eunimart_groceries_203082_4-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-2_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-3_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-4_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-5_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-6_3-real-fruit-power-litchi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203082-7_1-real-fruit-power-litchi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1203082'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed by': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}]","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power - Orange, 2x1 L Multipack","Real Orange packs all the fun, quality and the nutrition of oranges, sourced from the finest orchards from the across the world.",2x1 L Multipack,L,2x1 L Multipack,1,1,240,207.76,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['1203080'],-,https://datalabs.siva3.io/image/Eunimart_groceries_203080_4-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-2_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-3_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-4_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-5_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-6_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-7_1-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-8_1-real-fruit-power-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1203080'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed by': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}]","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power - Orange, 2x1 L Multipack","Real Orange packs all the fun, quality and the nutrition of oranges, sourced from the finest orchards from the across the world.",2x1 L Multipack,L,2x1 L Multipack,1,1,240,207.76,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['1203080'],-,https://datalabs.siva3.io/image/Eunimart_groceries_203080_4-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-2_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-3_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-4_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-5_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-6_3-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-7_1-real-fruit-power-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203080-8_1-real-fruit-power-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1203080'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed by': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}]","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power Juice - Alphonso Mango, 1 L","If mango is considered the king of fruits, then Alphonso is surely the king of kings. Every sip of Alphonso is a royal experience with a taste that makes you long for more. Much more. So lose yourself in the heavenly natural goodness of Real Alphonso and savour our promise of nothing but taste & happiness. The best part is there is no added preservatives, artificial colour and artificial flavours.",1 L,L,1 L,1,1,130,130,"Dabur India Limited, Registered Office: 8/3, Asaf Ali Road, New Delhi-110002",India,['40128989'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40128989_5-real-fruit-power-juice-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128989-2_5-real-fruit-power-juice-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128989-3_5-real-fruit-power-juice-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128989-4_5-real-fruit-power-juice-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128989-5_5-real-fruit-power-juice-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128989-6_4-real-fruit-power-juice-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128989-7_4-real-fruit-power-juice-alphonso-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40128989'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'Dabur India Limited, Registered Office: 8/3, Asaf Ali Road, New Delhi-110002'}]",-,-,-,"R‚©al does not have artificial flavours and preservatives.
It can be used to prepare various kind of cocktails.
Great for kids as it is aids in renewing energy.
Mangoes are packed with several healthy nutrients such as vitamins, iron and fibre.","Water, Alphonso Mango Pulp (22%)*, Sugar, Salts, Acidity Regulator (INS 330), Stabilizer (INS 440), Anti Oxidant (INS 300)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power Juice - Guava, 6x200 ml Multipack","Blessed with numerous nutrients of nature, the Pink guava is well known for its great taste and numerous health benefits.",6x200 ml Multipack,ml,6x200 ml Multipack,1,1,120,100.76,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['1200606'],-,https://datalabs.siva3.io/image/Eunimart_groceries_200606_1-real-juice-fruit-power-guavaamrud.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1200606'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed by': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}]","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power Juice - Guava, 6x200 ml Multipack","Blessed with numerous nutrients of nature, the Pink guava is well known for its great taste and numerous health benefits.",6x200 ml Multipack,ml,6x200 ml Multipack,1,1,120,100.76,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['1200606'],-,https://datalabs.siva3.io/image/Eunimart_groceries_200606_1-real-juice-fruit-power-guavaamrud.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1200606'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed by': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}]","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power Juice - Guava, 6x200 ml Multipack","Blessed with numerous nutrients of nature, the Pink guava is well known for its great taste and numerous health benefits.",6x200 ml Multipack,ml,6x200 ml Multipack,1,1,120,100.76,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['1200606'],-,https://datalabs.siva3.io/image/Eunimart_groceries_200606_1-real-juice-fruit-power-guavaamrud.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1200606'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed by': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}]","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,-,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power Juice - Mango, 1 L","R‚©al Fruit Power Mango is the ultimate indulgence. It's thick, and so full of mangoes that every sip is like biting into the sumptuous fruit itself. The best part is that even when the king of fruits has retired for the season, the goodness and joy of Mangoes continues to live on in households across India, thanks to R‚©al Fruit Power Mango. Poured over cubes of ice, mixed with milk into a shake or sipped straight from the pack, it never ceases to delight.",1 L,L,1 L,1,1,115,115,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['4796008920117'],-,https://datalabs.siva3.io/image/Eunimart_groceries_229912_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-2_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-3_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-4_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-5_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-6_3-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-7_3-real-fruit-power-juice-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4796008920117'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed By': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}, {'","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,"Water, Mango Pulp (25%), Sugar, Acidity Regulator (Ins 330), Stabilizer (Ins 440), Antioxidants (Ins 300) Contains Permitted Natural Colour [Ins160A (Ii & Iii)] And Added Natural & Nature Identical Flavour.",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power Juice - Mango, 1 L","R‚©al Fruit Power Mango is the ultimate indulgence. It's thick, and so full of mangoes that every sip is like biting into the sumptuous fruit itself. The best part is that even when the king of fruits has retired for the season, the goodness and joy of Mangoes continues to live on in households across India, thanks to R‚©al Fruit Power Mango. Poured over cubes of ice, mixed with milk into a shake or sipped straight from the pack, it never ceases to delight.",1 L,L,1 L,1,1,115,115,"Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010",India,['4796008920117'],-,https://datalabs.siva3.io/image/Eunimart_groceries_229912_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-2_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-3_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-4_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-5_4-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-6_3-real-fruit-power-juice-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_229912-7_3-real-fruit-power-juice-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4796008920117'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'Dabur India Ltd. Plot No-22, Site 4, Sahibabad, Sahibabad Industrial Area, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201010'}, {'Marketed By': 'Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010'}, {'","Dabur India Ltd. Dabur House, Kaushambi, Sahibabad, Ghaziabad, 201010",-,-,-,"Water, Mango Pulp (25%), Sugar, Acidity Regulator (Ins 330), Stabilizer (Ins 440), Antioxidants (Ins 300) Contains Permitted Natural Colour [Ins160A (Ii & Iii)] And Added Natural & Nature Identical Flavour.",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power Juice - Masala Guava, 1 L","Since childhood, we have enjoyed guava with a dash of mouth-watering chatpata masala. So we decided to take the same old guava magic and bring it to you in a way you will love, with Real Masala Guava. Each sip is full of fruit goodness and a taste so exciting that it will make you go GUA- WAAH!
Made from the best quality fruits, R‚©al Fruit juice has no added preservatives; hence it offers not just taste, but also Fruit Power - the power to stay ahead. R‚©als ingredients are endorsed by PFNDAI (Protein Foods & Nutrition Development Association of India) to produce only the finest quality of fruit juice in India. This comes to you in an aseptic 6-layered Tetra Pak which ensures that the juice has all of the all the goodness and nutrition of the fruit when it reaches you.",1 L,L,1 L,1,1,140,140,"Dabur India Limited, Registered Office: 8/3, Asaf Ali Road, New Delhi-110002",India,['40128987'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40128987_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-2_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-3_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-4_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-5_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-6_3-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-7_3-real-fruit-power-juice-masala-guava.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40128987'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'Dabur India Limited, Registered Office: 8/3, Asaf Ali Road, New Delhi-110002'}]",-,-,-,-,"Water, Guava Pulp (20%)*, Sugar, Salts, Acidity Regulator (INS 330), Stabilizer (INS 440), Antioxidant (INS 300), Spice And Spice Extracts (0.015%) - (Chilli, Black Pepper, Capsicum)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power Juice - Masala Guava, 1 L","Since childhood, we have enjoyed guava with a dash of mouth-watering chatpata masala. So we decided to take the same old guava magic and bring it to you in a way you will love, with Real Masala Guava. Each sip is full of fruit goodness and a taste so exciting that it will make you go GUA- WAAH!
Made from the best quality fruits, R‚©al Fruit juice has no added preservatives; hence it offers not just taste, but also Fruit Power - the power to stay ahead. R‚©als ingredients are endorsed by PFNDAI (Protein Foods & Nutrition Development Association of India) to produce only the finest quality of fruit juice in India. This comes to you in an aseptic 6-layered Tetra Pak which ensures that the juice has all of the all the goodness and nutrition of the fruit when it reaches you.",1 L,L,1 L,1,1,140,140,"Dabur India Limited, Registered Office: 8/3, Asaf Ali Road, New Delhi-110002",India,['40128987'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40128987_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-2_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-3_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-4_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-5_4-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-6_3-real-fruit-power-juice-masala-guava.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40128987-7_3-real-fruit-power-juice-masala-guava.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40128987'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'Dabur India Limited, Registered Office: 8/3, Asaf Ali Road, New Delhi-110002'}]",-,-,-,-,"Water, Guava Pulp (20%)*, Sugar, Salts, Acidity Regulator (INS 330), Stabilizer (INS 440), Antioxidant (INS 300), Spice And Spice Extracts (0.015%) - (Chilli, Black Pepper, Capsicum)",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-12,Real,"Real Fruit Power Juice - Masala Mixed Fruit, 1 L",Experience the goodness of delectable fruits tossed with fine and chatpata masala. Savour the all-time favourite combo of fruity goodness and taste with every sip of Masala Mixed Fruit from Real.,1 L,L,1 L,1,1,130,65,"Knox Agro Pvt. Ltd., 406-B Wing, Knox Plaza, Mindspace,Malad West, Mumbai 400064, Maharashtra, India.",India,['40170924'],['10012013000061'],https://datalabs.siva3.io/image/Eunimart_groceries_40170924_7-real-fruit-power-juice-masala-mixed-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40170924-2_7-real-fruit-power-juice-masala-mixed-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40170924-3_7-real-fruit-power-juice-masala-mixed-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40170924-4_7-real-fruit-power-juice-masala-mixed-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40170924-5_7-real-fruit-power-juice-masala-mixed-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40170924-6_7-real-fruit-power-juice-masala-mixed-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40170924-7_3-real-fruit-power-juice-masala-mixed-fruit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40170924'}, {'Country Of Origin': 'India'}, {'Fssai No': '10012013000061'}, {'Manufactured & Marketed By': 'Knox Agro Pvt. Ltd., 406-B Wing, Knox Plaza, Mindspace,Malad West, Mumbai 400064, Maharashtra, India.'}, {'","Knox Agro Pvt. Ltd., 406-B Wing, Knox Plaza, Mindspace,Malad West, Mumbai 400064, Maharashtra, India.",-,-,-,"Water, Sugar, Mixed Fruit Concentrate (4%) [Orange Conc. (1. 5%), Apple Conc. (1. 32%), Pink Guava Puree (0. 33%), Apricot Conc. (0. 29%), Mango Conc. (0. 16%), Banana Puree (0. 16%), Orange Puree (0. 13%), Passion Fruit Conc. (0. 09%), Lime Conc. (0. 01%), Lemon Conc (0. 01%)], Mango Pulp (3. 3%), Acidity Regulator (Ins 330), Salts Stabilisers (Ins 440, Ins 446M Ins 418), Antioxidant (Ins300), Spices & Condiments (0. 017%) [Chili Pepper, Cumin Coriander, Black Pepper And Turmeric ].",-,-,-
