L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Probiotic Curd, 4x200 g Multipack",Milky Mist Probiotic Curd is the food substance which contains and promotes the growth of beneficial bacteria in your body. Curd chiefly contains the lactic acid bacteria genus that converts lactose into lactic acid. A probiotic on the other hand is loaded with a wide variety of beneficial bacteria Milky Mist Probiotic Curd is a step towards a healthy lifestyle. It contains probiotics. Probiotics help maintain good health.,4x200 g Multipack,g,4x200 g Multipack,1,1,140,120,"Milky Mist Dairy Food Private Limited, Pattakaranapalayam Revenu Village, Perundurai Taluk, Erode District, Erode Tamilnadu.",India,['1213722'],['10017042003191'],https://datalabs.siva3.io/image/Eunimart_groceries_213722_1-milky-mist-probiotic-curd.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Consume directly and have it with rice also.,"['EAN Code: 1213722', 'FSSAI Number: 10017042003191', 'Manufactured & Marketed By: Milky Mist Dairy Food Private Limited, Pattakaranapalayam Revenu Village, Perundurai Taluk, Erode District, Erode Tamilnadu.', 'Country Of Origin: India', 'Best before 16-03-2023', '","Milky Mist Dairy Food Private Limited, Pattakaranapalayam Revenu Village, Perundurai Taluk, Erode District, Erode Tamilnadu.",-,-,-,-,"Pasteurised Toned Milk, Active Lactic Culture And Probiotics (Bifidobacterium)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Probiotic Curd, 4x200 g Multipack",Milky Mist Probiotic Curd is the food substance which contains and promotes the growth of beneficial bacteria in your body. Curd chiefly contains the lactic acid bacteria genus that converts lactose into lactic acid. A probiotic on the other hand is loaded with a wide variety of beneficial bacteria Milky Mist Probiotic Curd is a step towards a healthy lifestyle. It contains probiotics. Probiotics help maintain good health.,4x200 g Multipack,g,4x200 g Multipack,1,1,140,120,"Milky Mist Dairy Food Private Limited, Pattakaranapalayam Revenu Village, Perundurai Taluk, Erode District, Erode Tamilnadu.",India,['1213722'],['10017042003191'],https://datalabs.siva3.io/image/Eunimart_groceries_213722_1-milky-mist-probiotic-curd.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Consume directly and have it with rice also.,"['EAN Code: 1213722', 'FSSAI Number: 10017042003191', 'Manufactured & Marketed By: Milky Mist Dairy Food Private Limited, Pattakaranapalayam Revenu Village, Perundurai Taluk, Erode District, Erode Tamilnadu.', 'Country Of Origin: India', 'Best before 16-03-2023', '","Milky Mist Dairy Food Private Limited, Pattakaranapalayam Revenu Village, Perundurai Taluk, Erode District, Erode Tamilnadu.",-,-,-,-,"Pasteurised Toned Milk, Active Lactic Culture And Probiotics (Bifidobacterium)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Processed Cheese - Rich In Calcium, Protein, Natural Flavour, 400 g Tin","Milky Mist processed cheese gives you oozing cheesy experience with a smooth, uniform texture and melts which is made by blending and cooking with different compositions of cheddar cheese. Processed cheese is high on calories rich in protein, calcium and Vitamin A. Processed cheese shall be consumed with diets such as omelettes, pizza, tangy soups and multi-cuisine delicacies. Milky Mist processed Cheese makes a delightful pairing with fruits such as apples, pears and melons giving a fruit flavour with notes of mildly tangy mouthfeel.",400 g Tin,g,400 g Tin,1,1,275,175,"MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057",India,['8904083310228'],['10017042003191'],https://datalabs.siva3.io/image/Eunimart_groceries_40262047_1-milky-mist-processed-cheese-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262047-2_1-milky-mist-processed-cheese-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262047-3_1-milky-mist-processed-cheese-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262047-4_1-milky-mist-processed-cheese-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262047-5_1-milky-mist-processed-cheese-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262047-6_1-milky-mist-processed-cheese-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262047-7_1-milky-mist-processed-cheese-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262047-8_1-milky-mist-processed-cheese-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262047-9_1-milky-mist-processed-cheese-creamy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904083310228', 'Manufactured & Marketed by: MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057', 'Marketed by: Borges India Pvt. Ltd., Unit No. 2, 3 & 4, LGF, Vasant Square Mall, Vasant Kunj, New Delhi- 110070, INDIA', 'Fssai details:10017042003191', 'Country of Origin: India', 'Best before 17-07-2023', '","Borges India Pvt. Ltd., Unit No. 2, 3 & 4, LGF, Vasant Square Mall, Vasant Kunj, New Delhi- 110070, INDIA",-,-,-,-,"Cheese (Mik Solids, Iodised Salt, Microbial Culture And Microbial Enzyme), Milk Solids, Water, Emulsifiers, Preservatives",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Shrikhand - Elachi, Healthy Dessert, Rich Flavour, 100 g Cup","A semi-soft, sweet yoghurt dessert, eaten by itself or as part of a meal. This delightful and rich combination of cream, curd, sugar, elachi and pasteurized milk leaves a soft, creamy touch on the palate. Healthy desserts with Milky Mist Shrikand.",100 g Cup,g,100 g Cup,1,1,45,45,Milky Mist Dairy Foods Private Limited,India,['40018581'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40018581_3-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018581-2_3-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018581-3_3-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018581-4_3-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018581-5_3-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018581-6_3-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018581-7_1-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018581-8_1-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018581-9_1-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018581-10_1-milky-mist-shrikhand-elaichi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Served as a Dessert.,"['EAN Code: 40018581', 'Country Of Origin: India', 'Manufactured & Marketed by: Milky Mist Dairy Foods Private Limited', 'Best before 01-05-2023', '",Milky Mist Dairy Foods Private Limited,-,-,-,-,"Milk Solids, Sugar, Elaichi, Stabilizer (440).",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Shrikhand - Elachi, Healthy Dessert, Rich Flavour, 400 g Cup","A semi-soft, sweet yoghurt dessert, eaten by itself or as part of a meal. This delightful and rich combination of cream, curd, sugar, elachi and pasteurized milk leaves a soft, creamy touch on the palate. Healthy desserts with Milky Mist Shrikand",400 g Cup,g,400 g Cup,1,1,135,135,Milky Mist Dairy Foods Private Limited,India,['8904083312017'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40006617_4-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006617-2_4-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006617-3_4-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006617-4_4-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006617-5_4-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006617-6_2-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006617-7_2-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006617-8_2-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006617-9_2-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40006617-10_2-milky-mist-shrikhand-elaichi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Served as a Dessert.,"['EAN Code: 8904083312017', 'Country Of Origin: India', 'Manufactured & Marketed by: Milky Mist Dairy Foods Private Limited', 'Best before 01-05-2023', '",Milky Mist Dairy Foods Private Limited,-,-,-,-,"Chakka, Sugar and Elaichi.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Shrikhand - Elaichi, 2x400 g Multipack","Milky Mist Shirkhand Elaichi is arranged from fresh curd, sugar and cream along with extra essence of elaichi. It has less fat content with about 40 % of sugar. It is extremely wholesome and is processed in a hygienic environment. It has excellent flavour along with soft texture and is prepared to maintain superiority standard and hygiene.",2x400 g Multipack,g,2x400 g Multipack,1,1,270,270,Milky Mist Dairy Foods Private Limited,India,['1209135'],-,https://datalabs.siva3.io/image/Eunimart_groceries_209135_3-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_209135-2_2-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_209135-3_2-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_209135-4_2-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_209135-5_2-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_209135-6_2-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_209135-7_1-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_209135-8_1-milky-mist-shrikhand-elaichi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_209135-9_1-milky-mist-shrikhand-elaichi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to use in cooking,"['EAN Code: 1209135', 'Country of origin: India', 'Manufactured & Marketed by: Milky Mist Dairy Foods Private Limited', 'Best before 01-05-2023', '",Milky Mist Dairy Foods Private Limited,-,-,-,-,"Chakka, Sugar and Elaichi.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Shrikhand - Mango, 2x400 g Multipack","Milky Mist Mango Srikhand is a semi-soft, sweet and slightly sour milk dessert, which is prepared with the help of lactic, fermented curd. The flavour of mango gives a refreshing twist and it is perfect to savour chilled on a hot summer day. The soft and uniform texture of the mango Srikhand ensures that you get every bit of the whole milk goodness with every spoonful.",2x400 g Multipack,g,2x400 g Multipack,1,1,270,270,"Milky Mist Dairy Food Pvt Ltd , 104/9, Erode Main Road, Chittode - 638102 Erode District, Tamil Nadu, India",India,['1209137'],-,https://datalabs.siva3.io/image/Eunimart_groceries_209137_1-milky-mist-shrikhand-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Served as a dessert.,"['EAN Code: 1209137', 'Country of origin: India', 'Manufacturer name: Milky Mist Dairy Food Pvt Ltd , 104/9, Erode Main Road, Chittode - 638102 Erode District, Tamil Nadu, India', 'Best to use for 01-05-2023', '",-,-,-,-,-,"Milk Solids, Sugar, Mango, Stabiliser (440)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Shrikhand - Mango, Healthy Dessert, Rich Flavour, 100 g Cup","A semi-soft, sweet yoghurt dessert, eaten by itself or as part of a meal. This delightful and rich combination of cream, curd, sugar, elachi and pasteurized milk leaves a soft, creamy touch on the palate. Healthy deserting with Milky Mist Shrikand",100 g Cup,g,100 g Cup,1,1,45,45,Milky Mist Dairy Foods Private Limited,India,['8904083213031'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40018580_3-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018580-2_3-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018580-3_3-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018580-4_3-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018580-5_3-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018580-6_1-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018580-7_1-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018580-8_1-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018580-9_1-milky-mist-shrikhand-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Served as a Dessert.,"['EAN Code: 8904083213031', 'Country Of Origin: India', 'Manufactured & Marketed by: Milky Mist Dairy Foods Private Limited', 'Best before 01-05-2023', '",Milky Mist Dairy Foods Private Limited,-,-,-,-,"Milk Solids, Sugar, Mango, Stabilizer (440).",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Shrikhand - Mango, Rich In Flavour & Taste, Healthy Dessert, 400 g","A semi-soft, sweet yoghurt dessert, eaten by itself or as part of a meal. This delightful and rich combination of cream, curd, sugar, elachi and pasteurized milk leaves a soft, creamy touch on the palate. Healthy deserting with Milky Mist Shrikand.",400 g,g,400 g,1,1,135,135,"Milky Mist Dairy Food Pvt Ltd , 104/9, Erode Main Road, Chittode - 638102 Erode District, Tamil Nadu, India",India,['8904089912031'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40121097_2-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40121097-2_2-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40121097-3_2-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40121097-4_2-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40121097-5_2-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40121097-6_1-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40121097-7_1-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40121097-8_1-milky-mist-shrikhand-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40121097-9_1-milky-mist-shrikhand-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Served as a Dessert.,"['EAN Code: 8904089912031', 'Country Of Origin: India', 'Manufacturer name: Milky Mist Dairy Food Pvt Ltd , 104/9, Erode Main Road, Chittode - 638102 Erode District, Tamil Nadu, India', 'Best to use for 01-05-2023', '",-,-,-,-,-,"Milk Solids, Sugar, Mango, Stabilizer (440)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Skyr Plain Yogurt - High In Protein, Low Fat, 100 g",Milky Mist SKYR Yogurt-High protein curd is made from good quality milk. It is rich and tasty. This curd is good for your gut health and soothes the inflamed digestive system. It is a naturally thick dhai made with farm fresh milk. It is hygienically processed and packed making it safe for you to consume. It is flavourful and has many nutritional values.,100 g,g,100 g,1,1,60,45,"MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057 .",India,['40276320'],['10017042003191'],https://datalabs.siva3.io/image/Eunimart_groceries_40276320_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276320-2_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276320-3_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276320-4_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276320-5_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276320-6_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276320-7_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276320-8_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276320-9_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40276320', 'Manufactured & Marketed by:MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057 .', 'Fssai details:10017042003191', 'Country of Origin: India', 'Best before 22-03-2023', '","MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057 .",-,-,-,-,"Pasteurized Skimmed Milk, Milk Solids And Active Lactic Cultures (L.bacillus Delbrueckii Subsp. Bulgaricus, S.Thermophilus) Allergen Information: Contains Milk.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Skyr Plain Yogurt - High In Protein, Low Fat, 250 g",Milky Mist SKYR Yogurt-High protein curd is made from good quality milk. It is rich and tasty. This curd is good for your gut health and soothes the inflamed digestive system. It is a naturally thick dhai made with farm fresh milk. It is hygienically processed and packed making it safe for you to consume. It is flavourful and has many nutritional values.,250 g,g,250 g,1,1,135,99,"MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057 .",India,['40276321'],['10017042003191'],https://datalabs.siva3.io/image/Eunimart_groceries_40276321_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276321-2_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276321-3_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276321-4_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276321-5_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276321-6_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276321-7_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276321-8_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40276321-9_1-milky-mist-skyr-plain-yogurt-high-in-protein-low-fat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40276321', 'Manufactured & Marketed by:MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057 .', 'Fssai details:10017042003191', 'Country of Origin: India', 'Best before 21-03-2023', '","MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057 .",-,-,-,-,"Pasteurized Skimmed Milk, Milk Solids And Active Lactic Cultures (L.bacillus Delbrueckii Subsp. Bulgaricus, S.Thermophilus) Allergen Information: Contains Milk.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Spiced Butter Milk - UHT, Excellent Source Of Vitamins, Calcium, 180 ml","Now hydrate yourself in a healthy way with Milky Mist Buttermilk. This low-fat beverage is a go-to drink for all health-conscious people out there
Milky Mist Butter Milk comes with an amazing spiced flavour, an excellent source of calcium & other minerals.",180 ml,ml,180 ml,1,1,18,15,"Schreiber Dynamix Dairies Pvt. Ltd E-94, MIDC, Bhigwan Road, Baramati, Pincode:413 133, Dist. Pune, Maharastra",India,['40262041'],['10017042003191'],https://datalabs.siva3.io/image/Eunimart_groceries_40262041_1-milky-mist-butter-milk-creamy-hydrating.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262041-2_1-milky-mist-butter-milk-creamy-hydrating.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262041-3_1-milky-mist-butter-milk-creamy-hydrating.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262041-4_1-milky-mist-butter-milk-creamy-hydrating.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262041-5_1-milky-mist-butter-milk-creamy-hydrating.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262041-6_1-milky-mist-butter-milk-creamy-hydrating.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262041-7_1-milky-mist-butter-milk-creamy-hydrating.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262041-8_1-milky-mist-butter-milk-creamy-hydrating.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40262041', 'Manufactured by: Schreiber Dynamix Dairies Pvt. Ltd E-94, MIDC, Bhigwan Road, Baramati, Pincode:413 133, Dist. Pune, Maharastra', 'Marketed by: MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057', 'Fssai details:10017042003191', 'Country of Origin: India', 'Best before 30-05-2023', '","MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057",-,-,-,-,"Water, Toned Milk Curd (40%), Iodized Salt, Stabilizer (INS 440), Spices And Condiments (0.03%)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Sweet Lassi - Rose Flavour, Hydrating, Creamy, 180 ml","Lassi is that pleasant delight that is well known for its beautiful texture in the form of creaminess and thickness. One of the most widely accepted and loved refreshments out of all, our Sweet Lassi from the house of Milky Mist is a product worth all your attention. Coming with a subtle flavour and aroma of rose, it gives a certain amount of calmness when savoured. In the scorching heat of summer, this one can easily give you the comfort you have been looking for during the day.",180 ml,ml,180 ml,1,1,25,21,"Schreiber Dynamix Dairies Pvt. Ltd E-94, MIDC, Bhigwan Road, Baramati, Pincode:413 133, Dist. Pune, Maharastra",India,['8904083309109'],['10017042003191'],https://datalabs.siva3.io/image/Eunimart_groceries_40262044_3-milky-mist-sweet-lassi-rose-flavour-hydrating-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262044-2_3-milky-mist-sweet-lassi-rose-flavour-hydrating-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262044-3_3-milky-mist-sweet-lassi-rose-flavour-hydrating-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262044-4_3-milky-mist-sweet-lassi-rose-flavour-hydrating-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262044-5_3-milky-mist-sweet-lassi-rose-flavour-hydrating-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262044-6_3-milky-mist-sweet-lassi-rose-flavour-hydrating-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262044-7_3-milky-mist-sweet-lassi-rose-flavour-hydrating-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262044-8_3-milky-mist-sweet-lassi-rose-flavour-hydrating-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262044-9_3-milky-mist-sweet-lassi-rose-flavour-hydrating-creamy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904083309109', 'Manufactured by: Schreiber Dynamix Dairies Pvt. Ltd E-94, MIDC, Bhigwan Road, Baramati, Pincode:413 133, Dist. Pune, Maharastra', 'Marketed by: MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057', 'Fssai details:10017042003191', 'Country of Origin: India', 'Best before 31-05-2023', '","MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057",-,-,-,-,"Toned Milk Curd (54%), Water, Sugar,Stabilizer, Acidity Regulator And Natural Flavouring Substances",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Milky Mist,"Milky Mist Table Butter - Salted, 2x500 g Multipack","Milky Mist Salted Table Butter prepared from cow's milk reminds you of the invention that has had the finest of both the worlds. Great churning, accurate fermenting, subtle handling and the kindness of nature are all yours in a pack that combines together with all your kitchen ingredients.",2x500 g Multipack,g,2x500 g Multipack,1,1,700,670,Milky Mist Dairy Foods Private Limited,India,['1213683'],-,https://datalabs.siva3.io/image/Eunimart_groceries_213683_2-milky-mist-table-butter-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213683-2_1-milky-mist-table-butter-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213683-3_1-milky-mist-table-butter-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213683-4_1-milky-mist-table-butter-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213683-5_1-milky-mist-table-butter-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213683-6_1-milky-mist-table-butter-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213683-7_1-milky-mist-table-butter-salted.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213683-8_1-milky-mist-table-butter-salted.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1213683', 'Country Of Origin: India', 'Manufactured & Marketed by: Milky Mist Dairy Foods Private Limited', 'Best before 31-05-2023', '",Milky Mist Dairy Foods Private Limited,-,-,-,-,-,-
