L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,From The Brand
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Fire Alarm - Polycarbonate, Plug & Use, 1 pc",Halonix Shield Fire Alarm is an innovative plug & use fire alarm. The Fire Alarm only sounds when smoke reaches a certain level of danger. It will start to ring loudly and the red light indicator will start to blink continuously. It will not go off unless smoke exceeds the present value. It fits into a B22D or E27 bulb holder.,1 pc,pc,1 pc,1,1,799,749,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",India,['8904114013845'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234230_1-halonix-shield-plug-use-fire-alarm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234230-2_1-halonix-shield-plug-use-fire-alarm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234230-3_1-halonix-shield-plug-use-fire-alarm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234230-4_1-halonix-shield-plug-use-fire-alarm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234230-5_1-halonix-shield-plug-use-fire-alarm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is easy to install
Ring loudly and the red light indicator
Fits into a B22D or E27 bulb holder",Plug it into a B22d or E27 bulb holder and it's ready to use.,"[{'EAN Code': '8904114013845'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'India'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"Brand:- Halonix 
Material:- Polycarbonate
Colour: Yellow
Feature:- Plug and Use wireless Fire alarm “ Do it yourself. No Need for any installation support. Loud alarm- 85DB ensures that everyone in an office or home hears it clearly and takes evasive action, On mode indicator, Easy to fit in any B22D Bulb holder. Cable and wire free. No more headaches of following up with electricians or installers. Detects - Smoke, Carbon Monoxide, LPG, Methane, Hydrogen, Ethanol, I-Butane, Propane. Use it anywhere: Homes, offices, stores etc.
Shape:- Round
Package Content:- 1 Led Bulb.
Warranty:- 1 Year",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Flare Square Batten - 36W 4 Feet LED, Cool Day Light, 1 pc","Halonix Led Batten Streak Square is a 36W 4 ft Cool tube light that saves energy while providing more brightness. It gives light distribution throughout the room. It can be replaced with ordinary tube lights as it has a longer life and maximum efficiency. It can be used almost everywhere like houses, offices, parking etc. It complements the cor of any home while providing uniform lighting all over the room. This batten is 4 feet long gives the best light output, with spot-free illumination.",1 pc,pc,1 pc,1,1,900,649,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",India,['40234218'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234218_1-halonix-flare-square-batten-36w-4-feet-led-cool-day-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234218-2_1-halonix-flare-square-batten-36w-4-feet-led-cool-day-light.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It has a longer life and maximum efficiency.
It is an energy-saving and energy-efficient LED bulb.
It is a great replacement for any ordinary tube light as it has a longer life and maximum efficiency.","It can be used almost everywhere like houses, office, parking etc.
Do not use wet cloth while removing, fixing or handling it.","[{'EAN Code': '40234218'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'India'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"Brand:- Halonix
Type:- Batten
Material:- Polycarbonate
Colour:- White
Feature:- 36W Streak square 4 FT LED batten from Halonix complements the decor of your home and provides uniform lighting, Made of polycarbonate material, the LED batten is durable and lightweight, It has a 20-watt output power which gives you a fair amount of light and a sleek shape, Now light up your room with brighter light and save more energy.
Colour Temperature:- 6500 Kevin
Package Content:- 1 Batten
Warranty:- 1 Year",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Glimer Flashlight LED Torch - Polycarbonate, 5 W Light, 1 pc","Halonix Glimer LED Torch is a multi-function torch. This LED torch works on a battery. Its un-flickering light work as a torch as well as an emergency light. It gives 6 hours of power backup, making it easy and hassles-free to use. It is a bright portable light torch, that is highly durable and long-lasting.",1 pc,pc,1 pc,1,1,1490,1449,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",India,['8904381700295'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234221_1-halonix-glimer-flashlight-led-torch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234221-2_1-halonix-glimer-flashlight-led-torch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is a multi-function LED torch with long-lasting battery life.
It is easy and hassle-free to use.","It can be used for outdoor use.
It can be used while fixing lights or carried while outings.","[{'EAN Code': '8904381700295'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'India'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"Brand:- Halonix
Type:- Torch
Material:- Polycarbonate
Colour:- Orange
Feature:- Halonix Glimer Flashlight with micro USB charging, It has a powerful 3000 mAh lithium-ion battery, With a bright 5W led light to illuminate your surroundings, With an On/off switch & Low beam option. 6. Colour Temperature:- 6500 Kevin.
Package Content:- 1 Torch
Warranty:- 6 months",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Kiara Portable Rechargeable LED Emergency Light, 1 pc","Halonix Kiara Portable Rechargeable LED Emergency Light is a multi-function LED torch with rechargeable emergency light. Its un-flickering light works as a torch as well as an emergency light. It has an adjustable brightness knob that ensures maximum efficiency. The in-built battery makes it easy and hassles free to use. It has 4 hours of charging time. It has solar panel charging. It is a bright portable light lantern, are highly durable and long-lasting.",1 pc,pc,1 pc,1,1,1599,1499,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",China,['8904381700127'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234214_1-halonix-kiara-portable-rechargeable-led-emergency-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234214-2_1-halonix-kiara-portable-rechargeable-led-emergency-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234214-3_1-halonix-kiara-portable-rechargeable-led-emergency-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234214-4_1-halonix-kiara-portable-rechargeable-led-emergency-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234214-5_1-halonix-kiara-portable-rechargeable-led-emergency-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234214-6_1-halonix-kiara-portable-rechargeable-led-emergency-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234214-7_1-halonix-kiara-portable-rechargeable-led-emergency-light.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is a multi-function LED lantern with rechargeable emergency light.
The in-built battery makes it easy and hassle-free to use.","It can be used almost everywhere like houses, offices, parking etc.
Can easily be carried.","[{'EAN Code': '8904381700127'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'China'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"1. Brand:- Halonix
2. Type:- Emergency light
3. Material:- Polycarbonate
4. Colour:- White & Green
5. Feature:- Halonix KIARA rechargeable emergency light which focuses on making the lives better and brighter, this emergency rechargeable light is becoming fashionable in every house due to the energy-efficient nature and trendy looks. Upto 4 hours of power back up. It is fitted with bright 84 white colour LED bulbs that emit vibrant light at the time of power cuts. It has a powerful 2400 mAH rechargeable battery for higher brightness. It is a perfect portable 180-degree light emergency lantern for home. At hand dimension and development lets in mobility at the house, and Environment-friendly charging option, A nob to adjust brightness. Perfect light for outdoor camping, fishing & more.
6. Colour Temperature:- 6500 Kevin
7. Package Content:- 1 Emergency light
8. Warranty:- 6 month",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix LED Bulb - Astron Plus 10W With B22 Base, Cool Day White, 1 pc","Halonix Astron Plus 10W B22 Cool Day White LED Bulb is a light bulb made with high-quality material. It saves more energy compared to other light bulbs while providing more brightness. It gives a good light distribution throughout the room. It has a wide voltage range and is lightweight with a B22 base cap. It is a great replacement for CFL/glass bulbs as it has a longer life and maximum efficiency. It is cool daylight that has a light temperature. It can be used almost everywhere like houses, offices, parking etc.",1 pc,pc,1 pc,1,1,199,85,"Halonix technologies private limited, B-31, Noida Phase-2 U.P-201305",India,['8904381700639'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40226807_2-halonix-led-bulb-astron-plus-10w-with-b22-base-cool-day-white.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It has a longer life and maximum efficiency. 
It is an energy-saving and energy-efficient LED bulb. 
It is a great replacement for CFL/glass bulbs as it has a longer life and maximum efficiency.","It can be used almost everywhere like houses, offices, parking etc.
Do not use wet cloth while removing, fixing or handling it.","[{'EAN Code': '8904381700639'}, {'Manufactured & Marketed By': 'Halonix technologies private limited, B-31, Noida Phase-2 U.P-201305'}, {'Country of Origin': 'India'}","Halonix technologies private limited, B-31, Noida Phase-2 U.P-201305",-,-,-,-,"Brand:- Halonix
Type:- LED Bulb
Material:- Polycarbonate
Colour:- Cool White
Weight:- 150 g
Features:- Energy Saving, No mercury, No UV or IR radiation, It is a perfect light for the home.
Model:- LED Bulb Astron Plus 10W Base B22 Cool Day White
Cap Type:- B22
Watt:- 10 W
Shape:- Round
Colour Temperature:- 6500 Kevin
Package Content:- 1 LED Bulb
Warranty:- 1 Year
Customer care no:- 1800-103-6564",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Massal LED Torch - Polycarbonate, 2 W Light, 1 pc (Get 4 Batteries Free)","Halonix Massal LED Torch is a multi-function torch. This LED torch works on a battery. Its un-flickering light work as a torch as well as an emergency light. It gives 40 hours of runtime, making it easy and hassles free to use. It is a bright portable light torch, are highly durable and long-lasting.",1 pc (Get 4 Batteries Free),pc (Get  Batteries Free),1 pc (Get 4 Batteries Free),1,1,399,379,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",India,['8904381700202'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234220_1-halonix-massal-led-torch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is a multi-function LED torch with long lasting battery life.
It is easy and hassles free to use.","It can be used for outdoor use.
It can be used while fixing lights or carried while outing.","[{'EAN Code': '8904381700202'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'India'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"Brand:- Halonix 
Type:- Torch
Material:- Polycarbonate 
Colour:- Orange
Feature:- HALONIX MASSAL Flashlight with bright white light, The Torch comes with 4 AA batteries, With bright 2W led light to illuminate your surroundings, With On/off switch.
Colour Temperature:- 6500 Kevin
Package Content:- 1 Torch
Warranty:- 6 month",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Multi-Pin Plug - Polycarbonate, With USB Port & LED Indicator, 1 pc","Halonix brings you Multipin Plug With USB is 2 & 3 pin plugs. It is a handy product that can be carried easily anywhere. It helps you to use your device with any plug. It is easy to use and can be used in resorts, restaurants, hotels, homes and offices. It is efficient and long-lasting without any risk of electric shock.",1 pc,pc,1 pc,1,1,460,429,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",India,['8904381700448'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234228_1-halonix-multi-pin-plug-with-usb.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is light in weight, easy to carry and use.
It helps you to use your device with any type of plug.
It is efficient and long-lasting without any risk of electric shock.","It is ideal to use for home applications, office computers, TV, DVD player, etc.","[{'EAN Code': '8904381700448'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'India'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"Brand:- Halonix
Type:- Plug
Material:- Polycarbonate 
Colour:- Orange
Feature:- Halonix multi Pin Socket with USB, LED Indicator, ON/OFF Switch, Universal Socket.
Package Content:- 1 Plug
Warranty:- 1 Year",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Prime Bluetooth Base B22 10-Watt Smart LED Bulb - Provides 16 Million Colours & Warm White/Neutral White/White Light, 1 pc","Halonix Led Prime Bulb Prizm 10w B22 Mlnc saves more energy while providing more brightness. It gives a good light distribution throughout the room. It has a wide voltage range, is 100-300VAC and is light in weight. It can be replaced with CFL/glass bulbs as it has a longer life and maximum efficiency. It can be used almost everywhere like houses, offices, parking etc. It has a tricolour that changes the ambience of your room to suit your mood.",1 pc,pc,1 pc,1,1,999,699,"Halonix technologies private limited, B-31, Noida Phase-2 U.P-201305",India,['40226815'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40226815_1-halonix-led-bulb-prime-prizm-10w-b22-base.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It has a longer life and maximum efficiency. 
It is an energy-saving and energy-efficient LED bulb. 
It is a great replacement for CFL/glass bulbs as it has a longer life and maximum efficiency.
It is a rechargeable LED bulb that can be used in any emergency.","It can be used almost everywhere like houses, offices, parking etc.","[{'EAN Code': '40226815'}, {'Manufactured & Marketed By': 'Halonix technologies private limited, B-31, Noida Phase-2 U.P-201305'}, {'Country of Origin': 'India'}","Halonix technologies private limited, B-31, Noida Phase-2 U.P-201305",-,-,-,-,"Brand:- Halonix
Type :- Bluetooth Million colours LED bulb
Material:- Polycarbonate 
Colour:- White
Weight:- 250 g
Features:- 10W Smart Bluetooth led bulb, Choose your favourite light from the million colours, Change light through Halonix app.
Model:- LED Prime Bulb Prizm 10W B22 MLNC
Cap Type:- B22
Watt:- 10W
Shape:- Round
Colour Temperature:- 6515 Kevin
Package Content:- 1 LED Bulb (16 Million Colors + Warm White/Neutral White/White)
Warranty:- 1 Year
Customer care no:- 1800-103-6564",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Prime Smart Wi-Fi Plug - Polycarbonate, 16A/6A, 1 pc Box","Halonix brings you Smart WiFi Plug Socket is 2 & 3 pin plugs. It is a handy product that can be carried easily anywhere. Control electrical appliances from anywhere with Halonix Smart App on your smartphone. It helps you to use your device with any plug. It is easy to use and can be used in resorts, restaurants, hotels, homes and offices. It is efficient and long-lasting without any risk of electric shock.",1 pc Box,pc Box,1 pc Box,1,1,999,949,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",India,['8904381700004'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234229_1-halonix-smart-wi-fi-plug-socket-16a-with-energy-consumption-meter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234229-2_1-halonix-smart-wi-fi-plug-socket-16a-with-energy-consumption-meter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234229-3_1-halonix-smart-wi-fi-plug-socket-16a-with-energy-consumption-meter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234229-4_1-halonix-smart-wi-fi-plug-socket-16a-with-energy-consumption-meter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234229-5_1-halonix-smart-wi-fi-plug-socket-16a-with-energy-consumption-meter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234229-6_1-halonix-smart-wi-fi-plug-socket-16a-with-energy-consumption-meter.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is light in weight, easy to carry and use.
It helps you to use your device with any type of plug.
It is efficient and long-lasting without any risk of electric shock.
Control electrical appliances from anywhere.","Suitable for small appliances such as television sets, electric kettles, table fans, set-top boxes, air purifiers and more.","[{'EAN Code': '8904381700004'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'India'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"Brand:- Halonix
Type:- Plug
Material:- Polycarbonate
Colour:- White
Feature:- 16A/6A Smart Plug “ Suitable for small appliances like Television sets, electric kettles, table fans, set-top boxes, air purifiers etc., Wireless Control “ Control electrical devices from anywhere with the HAlonix Smart app on your smartphone, Monitor energy consumption of your device, Voice Control “ Voice Control device connected with Smart Plug via Alexa & Google Assistant, Set Schedules “ Schedule your devices to turn on and off at set times throughout the day, High-quality plug with flame-retardant body and surge protection, designed for Indian standards.
Cap Type:- B22
Package Content:- 1 Plug
Warranty:- 1 Year",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Streak Square Batten - 20W 4 Feet LED, Cool Day Light, 1 pc","Halonix Led Batten Streak Square is a 20W 4 ft Cool tube light. It saves energy while providing more brightness that gives a good light distribution throughout the room. It can be replaced with ordinary tube lights as it has a longer life and maximum efficiency. It can be used almost everywhere like houses, offices, parking etc. It complements the cor of any home while providing uniform lighting all over the room. This batten is 4 feet long gives the best light output, with spot-free illumination.",1 pc,pc,1 pc,1,1,650,289,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",India,['40234216'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234216_1-halonix-streak-square-batten-20w-4-feet-led-cool-day-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234216-2_1-halonix-streak-square-batten-20w-4-feet-led-cool-day-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234216-3_1-halonix-streak-square-batten-20w-4-feet-led-cool-day-light.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It has a longer life and maximum efficiency.
It is an energy-saving and energy-efficient LED bulb.
It is a great replacement for any ordinary tube light as it has a longer life and maximum efficiency.","It can be used almost everywhere like houses, offices, parking etc.
Do not use wet cloth while removing, fixing or handling it.","[{'EAN Code': '40234216'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'India'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"Brand:- Halonix
Type:- Batten
Material:- Polycarbonate
Colour:- Cool White
Feature:- 20W Streak square 4 FT LED batten from Halonix complements the decor of your home and provides uniform lighting, Made of polycarbonate material, the LED batten is durable and lightweight, It has a 20-watt output power which gives you a fair amount of light and a sleek shape, Now light up your room with brighter light and save more energy.
Colour Temperature:- 6500 Kevin
Package Content:- 1 Batten
Warranty:- 1 Year",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Streak Square Batten - 22W 4 Feet LED, Cool Day Light, 1 pc","Halonix Led Batten Streak Square is a 22W 4 feet Cool tube light that saves energy while providing more brightness. It gives a good light distribution throughout the room. It can be replaced with ordinary tube lights as it has a longer life and maximum efficiency. It can be used almost everywhere like houses, offices, parking etc. It complements the cor of any home while providing uniform lighting all over the room. This batten is 4 feet long gives the best light output, with spot-free illumination.",1 pc,pc,1 pc,1,1,700,309,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",India,['8904381700493'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234217_1-halonix-streak-square-batten-22w-4-feet-led-cool-day-light.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234217-2_1-halonix-streak-square-batten-22w-4-feet-led-cool-day-light.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It has a longer life and maximum efficiency.
It is an energy-saving and energy-efficient LED bulb.
It is a great replacement for any ordinary tube light as it has a longer life and maximum efficiency.","It can be used almost everywhere like houses, offices, parking etc.
Do not use wet cloth while removing, fixing or handling it.","[{'EAN Code': '8904381700493'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'India'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"Brand:- Halonix 
Type:- Batten
Material:- Polycarbonate 
Colour:- White
Feature:- 22W Streak square 4 FT LED batten from Halonix complements the decor of your home and provides uniform lighting, Made of polycarbonate material, the LED batten is durable and lightweight, It has a 20-watt output power which gives you a fair amount of light and a sleek shape, Now light up your room with brighter light and save more energy.
Colour Temperature:- 6500 Kevin
Package Content:- 1 Batten
Warranty:- 1 Year",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Triny Pro Extension Cord - Polycarbonate, 4 mtr, With LED Indicator, 1 pc","Halonix brings to you Triny Extension Cord that has a 4-meter long cable for extended access. It has a universal socket for various country plugs. It is easy to use, efficient and long-lasting. It is made with high-quality material, is safe to be touched by hand without the risk of electric shock. The extension board is designed to connect electrical devices over long distances. It is ideal for home applications, office computers, TV, DVD player, etc.",1 pc,pc,1 pc,1,1,425,409,"Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",India,['8904381701032'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40234226_3-halonix-grimy-extension-cord-with-4-meter-cable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40234226-2_1-halonix-grimy-extension-cord-with-4-meter-cable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is light in weight, easy to carry and use.
Its 4-meter long cord makes it convenient to use across the room.","It is perfect for daily usage like a laptop, phone charging or ironing.
It is ideal to use for home applications, office computers, TV, DVD player, etc.","[{'EAN Code': '8904381701032'}, {'Manufactured & Marketed By': 'Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403'}, {'Country of Origin': 'India'}","Halonix technologies private Limited, Plot no.5, Sector-12, IIE Sidcul, Haridwar, Uttarakhand - 249403",-,-,-,-,"Brand:- Halonix 
Type:- Extension cord
Material:- Polycarbonate 
Colour:- Orange.
Feature:- Halonix Triny extension cord with 4-meter cable, This extension cord has a heavy-duty power cord, Universal sockets, Led indicator switch, Stylish design, On-off push button, Rated current-6A
Package Content:- 1 Extension cord
Warranty:- 1 Year",-
RET,to-be-suggested,to-be-suggested,to-be-suggested,to-be-suggested,Halonix,"Halonix Wi-Fi Enabled Prizm Smart LED Bulb - 12W B22, Provides 16 Million Colours, Compatible With Amazon Alexa & Google Assistant, 1 pc","Halonix Led Prime Bulb Prizm Smart 12w B22 Mlnc saves more energy while providing more brightness. It gives a good light distribution throughout the room. It has a wide voltage range, is 100-300VAC and is light in weight. It can be replaced with CFL/glass bulbs as it has a longer life and maximum efficiency. It can be used almost everywhere like houses, offices, parking etc. It has a tricolour that changes the ambience of your room to suit your mood.",1 pc,pc,1 pc,1,1,2500,799,"Halonix technologies private limited, B-31, Noida Phase-2 U.P-201305",India,['8904114012428'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40226813_1-halonix-led-prime-smart-bulb-prizm-12w-b22-base.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It has a longer life and maximum efficiency.  
It is an energy-saving and energy-efficient LED bulb. 
It is a great replacement for CFL/glass bulbs as it has a longer life and maximum efficiency.
It is Compatible with Amazon Alexa and Google Assistant","It can be used almost everywhere like houses, offices, parking etc.","[{'EAN Code': '8904114012428'}, {'Manufactured & Marketed By': 'Halonix technologies private limited, B-31, Noida Phase-2 U.P-201305'}, {'Country of Origin': 'India'}","Halonix technologies private limited, B-31, Noida Phase-2 U.P-201305",-,-,-,-,"Brand:- Halonix 
Type:- Wi-Fi Million colours LED bulb
Material:- Polycarbonate
Colour:- White
Weight:- 300 g
Features:- 12W Smart Wi-Fi led bulb, compatible with Amazon Alexa & google assistant, Choose your favourite light from the million colours, Change light through app & voice command. 
Model :- LED Prime Bulb Prizm Smart, 12W B22 MLNC
Cap Type:- B22
Watt:- 12W 
Shape:- Round 
Colour Temperature:- 6513 Kevin
Package Content:- 1 LED Bulb (16 Million Colors + Warm White/Neutral White/White)
Warranty:- 1 Year
Customer care no:- 1800-103-6564",-
