`,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Eggoz,"Eggoz Brown Farm Fresh Eggs - High Bio Available Protein Eggs With No DDGS, Hormone & Steroids, 10 pcs",Eggoz eggs are free of any bad stuff (you name it) and from hens that are fed with herbal and pure veg feed.  They are sorted into graded and sanitized. These are very high in calcium and protein. These are free of hormones and steroids. Eggoz eggs are packaged within 36 hours of laying and hence truly farm-fresh. Eggoz yolk is plump and equivalent to double-A grade egg in the west.,10 pcs,pcs,10 pcs,10,1,160,152,"M/S Kaypee & Co. Village Husner, Madhir Rd. Gidderbha Distt., Shri Muktsar Sahib, Muktsar, Punjab -152026, Nupa Technologies Private Limited",India,['8906124370284'],['10821005000022'],https://datalabs.siva3.io/image/Eunimart_groceries_40211594_3-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-2_3-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-3_3-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-4_2-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-5_2-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-6_1-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Rich in Vit D, B12, and Omega 3
High BioAvailable Protein
Pure Veg and Herbal Feed like Turmeric, Spinach to our Hens 
No DDGS, No MeatBoneMeal, No Fish Meal to our Hens
UV Sanitised Highest Safety and Biosecurity Standards in our farms Direct from Farm to Retail Stores
Seal of Approval from the Farmers of Rural North India.",-,"[{'EAN Code': '8906124370284'}, {'Country of origin': 'India'}, {'Manufacturer & Marketed by': 'M/S Kaypee & Co. Village Husner, Madhir Rd. Gidderbha Distt., Shri Muktsar Sahib, Muktsar, Punjab -152026, Nupa Technologies Private Limited'}, {'FSSAI Number': '10821005000022'}]","M/S Kaypee & Co. Village Husner, Madhir Rd. Gidderbha Distt., Shri Muktsar Sahib, Muktsar, Punjab -152026, Nupa Technologies Private Limited",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Eggoz,"Eggoz Brown Farm Fresh Eggs - High Bio Available Protein Eggs With No DDGS, Hormone & Steroids, 10 pcs",Eggoz eggs are free of any bad stuff (you name it) and from hens that are fed with herbal and pure veg feed.  They are sorted into graded and sanitized. These are very high in calcium and protein. These are free of hormones and steroids. Eggoz eggs are packaged within 36 hours of laying and hence truly farm-fresh. Eggoz yolk is plump and equivalent to double-A grade egg in the west.,10 pcs,pcs,10 pcs,10,1,160,152,"M/S Kaypee & Co. Village Husner, Madhir Rd. Gidderbha Distt., Shri Muktsar Sahib, Muktsar, Punjab -152026, Nupa Technologies Private Limited",India,['8906124370284'],['10821005000022'],https://datalabs.siva3.io/image/Eunimart_groceries_40211594_3-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-2_3-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-3_3-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-4_2-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-5_2-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211594-6_1-eggoz-brown-farm-fresh-eggs-high-bio-available-protein-eggs-with-no-ddgs-hormone-steroids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Rich in Vit D, B12, and Omega 3
High BioAvailable Protein
Pure Veg and Herbal Feed like Turmeric, Spinach to our Hens 
No DDGS, No MeatBoneMeal, No Fish Meal to our Hens
UV Sanitised Highest Safety and Biosecurity Standards in our farms Direct from Farm to Retail Stores
Seal of Approval from the Farmers of Rural North India.",-,"[{'EAN Code': '8906124370284'}, {'Country of origin': 'India'}, {'Manufacturer & Marketed by': 'M/S Kaypee & Co. Village Husner, Madhir Rd. Gidderbha Distt., Shri Muktsar Sahib, Muktsar, Punjab -152026, Nupa Technologies Private Limited'}, {'FSSAI Number': '10821005000022'}]","M/S Kaypee & Co. Village Husner, Madhir Rd. Gidderbha Distt., Shri Muktsar Sahib, Muktsar, Punjab -152026, Nupa Technologies Private Limited",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Eggoz,"Eggoz White Farm Fresh Eggs - Omega 3 Rich With No DDGS, Hormone & Steroids, 10 pcs",Eggoz eggs are free of any bad stuff (you name it) and from hens that are fed with herbal and pure veg feed.  They are sorted into graded and sanitized. These are very high in calcium and protein. These are free of hormones and steroids. Eggoz eggs are packaged within 36 hours of laying and hence truly farm-fresh. Eggoz yolk is plump and equivalent to double-A grade egg in the west.,10 pcs,pcs,10 pcs,10,1,135,120,"National Poultry Farm VILL: PUNNAWAL, DHURI, H.O. RAMPUR THALES ROAD SANGRUR - 148026, Nupa Technologies Private Limited",India,['8906124370338'],['10821005000022'],https://datalabs.siva3.io/image/Eunimart_groceries_40211591_3-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-2_3-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-3_4-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-4_2-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-5_2-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-6_1-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Rich in Vit D, B12, and Omega 3
High Bio Available Protein
Pure Veg and Herbal Feed like Turmeric, Spinach to our Hens 
No DDGS, No Meat Bone Meal, No Fish Meal to our Hens
UV Sanitised Highest Safety and Biosecurity Standards in our farms Direct from Farm to Retail Stores
Seal of Approval from the Farmers of Rural North India.",-,"[{'EAN Code': '8906124370338'}, {'Country of origin': 'India'}, {'Manufacturer & Marketed by': 'National Poultry Farm VILL: PUNNAWAL, DHURI, H.O. RAMPUR THALES ROAD SANGRUR - 148026, Nupa Technologies Private Limited'}, {'FSSAI Number': '10821005000022'}]","National Poultry Farm VILL: PUNNAWAL, DHURI, H.O. RAMPUR THALES ROAD SANGRUR - 148026, Nupa Technologies Private Limited",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Eggoz,"Eggoz White Farm Fresh Eggs - Omega 3 Rich With No DDGS, Hormone & Steroids, 10 pcs",Eggoz eggs are free of any bad stuff (you name it) and from hens that are fed with herbal and pure veg feed.  They are sorted into graded and sanitized. These are very high in calcium and protein. These are free of hormones and steroids. Eggoz eggs are packaged within 36 hours of laying and hence truly farm-fresh. Eggoz yolk is plump and equivalent to double-A grade egg in the west.,10 pcs,pcs,10 pcs,10,1,135,120,"National Poultry Farm VILL: PUNNAWAL, DHURI, H.O. RAMPUR THALES ROAD SANGRUR - 148026, Nupa Technologies Private Limited",India,['8906124370338'],['10821005000022'],https://datalabs.siva3.io/image/Eunimart_groceries_40211591_3-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-2_3-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-3_4-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-4_2-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-5_2-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-6_1-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Rich in Vit D, B12, and Omega 3
High Bio Available Protein
Pure Veg and Herbal Feed like Turmeric, Spinach to our Hens 
No DDGS, No Meat Bone Meal, No Fish Meal to our Hens
UV Sanitised Highest Safety and Biosecurity Standards in our farms Direct from Farm to Retail Stores
Seal of Approval from the Farmers of Rural North India.",-,"[{'EAN Code': '8906124370338'}, {'Country of origin': 'India'}, {'Manufacturer & Marketed by': 'National Poultry Farm VILL: PUNNAWAL, DHURI, H.O. RAMPUR THALES ROAD SANGRUR - 148026, Nupa Technologies Private Limited'}, {'FSSAI Number': '10821005000022'}]","National Poultry Farm VILL: PUNNAWAL, DHURI, H.O. RAMPUR THALES ROAD SANGRUR - 148026, Nupa Technologies Private Limited",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Eggoz,"Eggoz White Farm Fresh Eggs - Omega 3 Rich With No DDGS, Hormone & Steroids, 10 pcs",Eggoz eggs are free of any bad stuff (you name it) and from hens that are fed with herbal and pure veg feed.  They are sorted into graded and sanitized. These are very high in calcium and protein. These are free of hormones and steroids. Eggoz eggs are packaged within 36 hours of laying and hence truly farm-fresh. Eggoz yolk is plump and equivalent to double-A grade egg in the west.,10 pcs,pcs,10 pcs,10,1,135,120,"National Poultry Farm VILL: PUNNAWAL, DHURI, H.O. RAMPUR THALES ROAD SANGRUR - 148026, Nupa Technologies Private Limited",India,['8906124370338'],['10821005000022'],https://datalabs.siva3.io/image/Eunimart_groceries_40211591_3-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-2_3-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-3_4-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-4_2-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-5_2-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211591-6_1-eggoz-white-farm-fresh-eggs-omega-3-rich-with-no-ddgs-hormone-steroids.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Rich in Vit D, B12, and Omega 3
High Bio Available Protein
Pure Veg and Herbal Feed like Turmeric, Spinach to our Hens 
No DDGS, No Meat Bone Meal, No Fish Meal to our Hens
UV Sanitised Highest Safety and Biosecurity Standards in our farms Direct from Farm to Retail Stores
Seal of Approval from the Farmers of Rural North India.",-,"[{'EAN Code': '8906124370338'}, {'Country of origin': 'India'}, {'Manufacturer & Marketed by': 'National Poultry Farm VILL: PUNNAWAL, DHURI, H.O. RAMPUR THALES ROAD SANGRUR - 148026, Nupa Technologies Private Limited'}, {'FSSAI Number': '10821005000022'}]","National Poultry Farm VILL: PUNNAWAL, DHURI, H.O. RAMPUR THALES ROAD SANGRUR - 148026, Nupa Technologies Private Limited",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Farm Made,"Farm Made Free Range Eggs, 24 pcs","Our Infertile Free Range Eggs are produced using traditional farming methods, ensuring highest animal protection standards. Our hens are pasture raised and humanely treated. These eggs do not contain antibiotics, growth promoters, hormones or any such substances. Our Hens Enjoy! They are free to roam outdoors and we get a lot of greens to feed on. We provide enough space place for them to rest. These are non-fertile eggs.These are one of nature's most wholesome and cost-effective foods.",24 pcs,pcs,24 pcs,24,1,529,529,"U & V Agro Private Limited, No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",India,['40161155'],['12417027000084'],https://datalabs.siva3.io/image/Eunimart_groceries_40161155_2-farm-made-free-range-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161155-2_2-farm-made-free-range-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161155-3_2-farm-made-free-range-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161155-4_2-farm-made-free-range-eggs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These eggs are rich in Omega 3, protein and vitamins.
A rich source of protein, various vitamins and amino acids, it is one of the rare food items that contain diverse nutrients.
Recent studies show that eggs can prevent strokes, heart diseases and also breast cancer.
They promote healthy hair and nails now that is an incentive for every woman out there!You can have them for breakfast, lunch, dinner and even as in-between snacks.
Doctors recommend having at least one egg every day.",-,"[{'EAN Code': '40161155'}, {'FSSAI Number': '12417027000084'}, {'Manufactured & Marketed by': 'U & V Agro Private Limited, No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu'}, {'Country of origin': 'India'}]","U & V Agro Private Limited, No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Farm Made,"Farm Made Free Range Eggs, 24 pcs","Our Infertile Free Range Eggs are produced using traditional farming methods, ensuring highest animal protection standards. Our hens are pasture raised and humanely treated. These eggs do not contain antibiotics, growth promoters, hormones or any such substances. Our Hens Enjoy! They are free to roam outdoors and we get a lot of greens to feed on. We provide enough space place for them to rest. These are non-fertile eggs.These are one of nature's most wholesome and cost-effective foods.",24 pcs,pcs,24 pcs,24,1,529,529,"U & V Agro Private Limited, No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",India,['40161155'],['12417027000084'],https://datalabs.siva3.io/image/Eunimart_groceries_40161155_2-farm-made-free-range-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161155-2_2-farm-made-free-range-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161155-3_2-farm-made-free-range-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161155-4_2-farm-made-free-range-eggs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These eggs are rich in Omega 3, protein and vitamins.
A rich source of protein, various vitamins and amino acids, it is one of the rare food items that contain diverse nutrients.
Recent studies show that eggs can prevent strokes, heart diseases and also breast cancer.
They promote healthy hair and nails now that is an incentive for every woman out there!You can have them for breakfast, lunch, dinner and even as in-between snacks.
Doctors recommend having at least one egg every day.",-,"[{'EAN Code': '40161155'}, {'FSSAI Number': '12417027000084'}, {'Manufactured & Marketed by': 'U & V Agro Private Limited, No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu'}, {'Country of origin': 'India'}]","U & V Agro Private Limited, No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Farm Made,"Farm Made Free Range Eggs, 24 pcs","Our Infertile Free Range Eggs are produced using traditional farming methods, ensuring highest animal protection standards. Our hens are pasture raised and humanely treated. These eggs do not contain antibiotics, growth promoters, hormones or any such substances. Our Hens Enjoy! They are free to roam outdoors and we get a lot of greens to feed on. We provide enough space place for them to rest. These are non-fertile eggs.These are one of nature's most wholesome and cost-effective foods.",24 pcs,pcs,24 pcs,24,1,529,529,"U & V Agro Private Limited, No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",India,['40161155'],['12417027000084'],https://datalabs.siva3.io/image/Eunimart_groceries_40161155_2-farm-made-free-range-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161155-2_2-farm-made-free-range-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161155-3_2-farm-made-free-range-eggs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161155-4_2-farm-made-free-range-eggs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"These eggs are rich in Omega 3, protein and vitamins.
A rich source of protein, various vitamins and amino acids, it is one of the rare food items that contain diverse nutrients.
Recent studies show that eggs can prevent strokes, heart diseases and also breast cancer.
They promote healthy hair and nails now that is an incentive for every woman out there!You can have them for breakfast, lunch, dinner and even as in-between snacks.
Doctors recommend having at least one egg every day.",-,"[{'EAN Code': '40161155'}, {'FSSAI Number': '12417027000084'}, {'Manufactured & Marketed by': 'U & V Agro Private Limited, No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu'}, {'Country of origin': 'India'}]","U & V Agro Private Limited, No. 4/417, , 1 st Floor, Nasuvampalayam,Pollachi Main Road, Venkitapuram Post,Palladam, Tirupur: 641664,Tamil Nadu",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Bread - Brown, Chemical Free 400G + Eggs - Regular 6pcs, Combo 2 Items","Brown bread made from whole wheat flour and not enriched flour. It is high on fibre and its colour comes from a mixture of flours. Its great tasting and goes well with all types of sandwiches.
Fresh Table eggs are hygienically processed and securely filled for keeping these free from any contamination and impurity. It has high dietary content, protein, smell and rich taste. These are one of nature's most wholesome and cost-effective foods. You can bake enjoyable cakes, cookies, scones etc. with eggs; try your hand over at family pasta as well. It twisted boiled, sunny-side up, deviled or evens the Indian method curry eggs can be finished in so many unique tasty ways.",Combo 2 Items,pcs,Combo 2 Items,2,1,120,104,Please refer to the individual product information given above,India,['1204353'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_204353_1-fresho-bread-brown-chemical-free-400g-eggs-regular-6pcs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1204353'}, {'Country of origin': 'India'}, {'Manufacturer by': 'Please refer to the individual product information given above'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Bread - Whole Wheat, Chemical Free 400G + Eggs - Regular 6pcs, Combo 2 Items","Freshly Baked bread is one of lifes greatest simple pleasures and at Bigbasket we decided to give you just that. We start baking our breads once you order using the finest ingredients available. At Bigbasket were passionate about making bread extra special, so we hope youll enjoy eating it as much as we enjoyed baking it. We recommend you consume this bread within 2 days or refrigerate if you intend to use it longer. Rich in Fibre, No caramel, No Artificial Colours, Baked on Order
Fresh Table eggs are hygienically processed and securely filled for keeping these free from any contamination and impurity. It has high dietary content, protein, smell and rich taste. These are one of nature's most wholesome and cost-effective foods. You can bake enjoyable cakes, cookies, scones etc. with eggs; try your hand over at family pasta as well. It twisted boiled, sunny-side up, deviled or evens the Indian method curry eggs can be finished in so many unique tasty ways.",Combo 2 Items,pcs,Combo 2 Items,2,1,120,104,Please refer to the individual product information given above,India,['1204354'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_204354_1-fresho-bread-whole-wheat-chemical-free-400g-eggs-regular-6pcs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1204354'}, {'Country of origin': 'India'}, {'Manufacturer by': 'Please refer to the individual product information given above'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Bread - Whole Wheat, Chemical Free 400G + Eggs - Table Tray 12pcs, Combo 2 Items","Freshly Baked bread is one of lifes greatest simple pleasures and at Bigbasket we decided to give you just that. We start baking our breads once you order using the finest ingredients available. At Bigbasket were passionate about making bread extra special, so we hope youll enjoy eating it as much as we enjoyed baking it. We recommend you consume this bread within 2 days or refrigerate if you intend to use it longer. Rich in Fibre, No caramel, No Artificial Colours, Baked on Order
Scrambled, boiled, sunny-side up, deviled or even the Indian style curry as eggs can be made in so many different tasty ways. You can have them for breakfast, lunch, dinner and even as in-between snacks. Doctors recommend having at least one egg every day. A rich source of protein, various vitamins and amino acids, it is one of the rare food items that contain diverse nutrients. Recent studies show that eggs can prevent strokes, heart diseases and also breast cancer.",Combo 2 Items,pcs,Combo 2 Items,2,1,195,157,Please refer to the individual product information given above,India,['1204357'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_204357_1-fresho-bread-whole-wheat-chemical-free-400g-eggs-table-tray-12pcs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1204357'}, {'Country of origin': 'India'}, {'Manufacturer by': 'Please refer to the individual product information given above'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Bread - Whole Wheat, Chemical Free 400G + Eggs - Table Tray 30pcs, Combo 2 Items","Freshly Baked bread is one of lifes greatest simple pleasures and at Bigbasket we decided to give you just that. We start baking our breads once you order using the finest ingredients available. At Bigbasket were passionate about making bread extra special, so we hope youll enjoy eating it as much as we enjoyed baking it. We recommend you consume this bread within 2 days or refrigerate if you intend to use it longer. Rich in Fibre, No caramel, No Artificial Colours, Baked on Order
Eggs are used for a variety of dishes and purposes. An egg is a preferred form of breakfast. One can pick up a tray of eggs collected from the best farm yards to start the day with a healthy ingredient.",Combo 2 Items,pcs,Combo 2 Items,2,1,320,284,Please refer to the individual product information given above,India,['1204360'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_204360_1-fresho-bread-whole-wheat-chemical-free-400g-eggs-table-tray-30pcs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1204360'}, {'Country of origin': 'India'}, {'Manufacturer by': 'Please refer to the individual product information given above'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-10,RET-10-15-10-10,Fresho,"Fresho Country (Desi) Eggs - Small, Antibiotic Residue-Free, 4x6 pcs Multipack","Country eggs are rich in protein, calcium and improve immunity, These eggs are ideal for the health of women. These country eggs are collected from the village side. The eggs are procured from country hens who are not given any antibiotics or vaccines but only natural feeds.
These are one of nature's most wholesome and cost-effective foods. You can bake enjoyable cakes, cookies, scones etc. with eggs; try your hand over at family pasta as well. It is twisted boiled, sunny-side up, deviled or evened. The Indian method curry eggs can be finished in so many unique tasty ways.
An egg can give you a health kick in no time at all! It is the ideal ingredient to add to your child's breakfast for growth and development. Eggs can be consumed in various ways like omelettes, boiled eggs, egg bhurji and in any of the dozen egg recipe.",4x6 pcs Multipack,pcs,4x6 pcs Multipack,24,1,460,356,Please refer to the individual product information given above,India,['1205935'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_205935_4-fresho-country-desi-eggs-small-antibiotic-residue-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '_1205935'}, {'Country of origin': 'India_'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
